loan_id,client_ref,branch_code,agent_id,disbursement_date,principal_zar,initiation_fee_zar,capitalised_amount_zar,interest_rate_annual,term_months,monthly_service_fee_zar,credit_life_monthly_zar,instalment_zar,debit_order_day,purpose,is_topup,settles_loan_id,status
LN-500186,CL-106694,SF-DBN,AG-629,2024-09-12,21500,3257.5,24757.5,0.28,12,69,111.41,2569.66,27,School fees,N,,Settled
LN-500187,CL-103554,SF-PTA,AG-619,2024-09-03,35500,4657.5,40157.5,0.27,36,69,180.71,1889.15,27,Home improvement,N,,Active
LN-500188,CL-104654,SF-PTA,AG-618,14/09/2024,5500,1657.5,7157.5,0.27,24,69,32.21,490.44,3,School fees,N,,WRITTEN OFF
LN-500189,CL-107477,SF-DBN,AG-624,2024-09-08,11000,2207.5,13207.5,0.28,6,69,59.43,2512.91,25,Other,N,,settled
LN-500190,CL-115486,SF-BFN,AG-653,2024-09-05,26000,3707.5,29707.5,0.26,36,69,133.68,1399.62,3,School fees,N,,written off
LN-500191,CL-102981,SF-JHB,AG-604,07/09/2024,23500,3457.5,26957.5,0.25,12,69,121.31,2752.46,3,School fees,N,,Settled
LN-500192,CL-109770,SF-PMB,AG-634,2024-09-03,24500,3557.5,28057.5,0.28,24,69,126.26,1735.29,25,School fees,N,,Written off
LN-500193,CL-107628,SF-DBN,AG-624,22/09/2024,50000,5175,55175,0.27,18,69,248.29,4078.96,3,Debt consolidation,N,,settled
LN-500194,CL-104632,SF-PTA,AG-615,2024-09-16,20000,3107.5,"23,107.50",0.26,24,69,103.98,1417.89,27,Debt consolidation,N,,Settled
LN-500195,CL-104223,SF-PTA,AG-617,2024-09-17,49000,5175,54175,0.24,12,69,243.79,5435.55,3,School fees,N,,Settled
LN-500196,CL-103839,SF-PTA,AG-617,2024-09-04,12000,2307.5,14307.5,0.28,12,69,64.38,1514.14,9,Home improvement,N,,Settled
LN-500197,CL-104728,SF-PTA,AG-615,12/09/2024,33500,4457.5,37957.5,0.27,36,69,170.81,1789.43,27,Debt consolidation,N,,Active
LN-500198,CL-102409,SF-JHB,AG-611,09/09/2024,23000,3407.5,26407.5,0.28,12,69,118.83,2736.32,2,Medical,N,,Settled
LN-500199,CL-103326,SF-JHB,AG-610,01/09/2024,8000,1907.5,9907.5,0.25,24,69,44.58,642.36,25,Funeral,N,,SETTLED
LN-500200,CL-116019,SF-BFN,AG-649,2024-09-16,14000,2507.5,"16,507.50",0.28,18,69,74.28,1276.9,4,Medical,N,,Settled
LN-500201,CL-102279,SF-JHB,AG-610,2024-09-13,50000,5175,55175,0.26,6,69,248.29,10222.92,26,Vehicle repair,N,,Settled
LN-500202,CL-110196,SF-PMB,AG-634,2024-09-15,47000,5175,52175,0.26,12,69,234.79,5288.07,27,Debt consolidation,N,,Settled
LN-500203,CL-105509,SF-PTA,AG-618,2024-09-02,45000,5175,50175,0.28,24,69,225.79,3048.82,27,Vehicle repair,N,,Settled
LN-500204,CL-116831,SF-PLK,AG-657,2024-09-15,50000,5175,55175,0.27,36,69,248.29,2569.82,9,Funeral,N,,Settled
LN-500205,CL-103638,SF-PTA,AG-618,18/09/2024,24000,3507.5,27507.5,0.26,12,69,123.78,2820.58,26,Medical,N,,Settled
LN-500206,CL-104389,SF-PTA,AG-613,2024-09-05,50000,5175,55175,0.28,18,69,248.29,4106.31,26,Vehicle repair,N,,Settled
LN-500207,CL-113446,SF-GQE,AG-644,2024-09-04,11000,2207.5,13207.5,0.26,24,69,59.43,839.98,9,Vehicle repair,N,,Written off
LN-500208,CL-110725,SF-CPT,AG-642,2024-09-03,50000,5175,55175,0.25,18,69,248.29,"4,024.60",25,Debt consolidation,N,,Settled
LN-500209,CL-111685,SF-CPT,AG-637,2024-09-18,36000,4707.5,40707.5,0.26,24,69,183.18,2445.28,26,Medical,N,,Written off
LN-500210,CL-109883,SF-PMB,AG-632,2024-09-02,50000,5175,55175,0.27,24,69,248.29,3317.72,4,Business,N,,Settled
LN-500211,CL-101052,SF-JHB,AG-604,2024-09-17,19500,3057.5,22557.5,0.26,24,69,101.51,1385.78,26,Debt consolidation,N,,Settled
LN-500212,CL-112183,SF-CPT,AG-635,2024-09-14,31000,4207.5,35207.5,0.25,18,69,158.43,"2,593.09",26,Funeral,N,,Settled
LN-500213,CL-100238,SF-JHB,AG-605,08/09/2024,39500,5057.5,44557.5,0.28,12,69,200.51,4569.57,26,Medical,N,,Settled
LN-500214,CL-101181,SF-JHB,AG-605,2024-09-17,23000,3407.5,"26,407.50",0.26,24,69,118.83,"1,610.53",26,Vehicle repair,N,,Active
LN-500215,CL-117133,SF-PLK,AG-657,2024-09-08,23000,3407.5,26407.5,0.28,12,69,118.83,2736.32,7,Vehicle repair,N,,Settled
LN-500216,CL-100403,SF-JHB,AG-611,2024-09-09,50000,5175,55175,0.28,18,69,248.29,4106.31,27,Funeral,N,,Settled
LN-500217,CL-117660,SF-PLK,AG-657,2024-09-10,31000,4207.5,35207.5,0.28,24,69,158.43,2159.92,26,Vehicle repair,N,,settled
LN-500218,CL-102533,SF-JHB,AG-606,16/09/2024,34000,4507.5,38507.5,0.28,12,69,173.28,3958.49,3,Other,N,,Settled
LN-500219,CL-109123,SF-PMB,AG-633,2024-09-03,10500,2157.5,12657.5,0.26,24,69,56.96,807.88,25,Debt consolidation,N,,Settled
LN-500220,CL-103130,SF-JHB,AG-606,2024-09-22,28000,3907.5,31907.5,0.27,6,69,143.58,5957.05,27,Vehicle repair,N,,Settled
LN-500221,CL-107068,SF-DBN,AG-625,03/09/2024,50000,5175,55175,0.27,12,69,248.29,5615.05,6,Other,N,,Settled
LN-500222,CL-110953,SF-CPT,AG-635,24/09/2024,29000,4007.5,33007.5,0.27,18,69,148.53,2467.89,4,Vehicle repair,N,,Settled
LN-500223,CL-102241,SF-JHB,AG-606,2024-09-14,16500,2757.5,"19,257.50",0.27,12,69,86.66,2004.71,4,Debt consolidation,N,,Settled
LN-500224,CL-116931,SF-PLK,AG-656,2024-09-24,50000,5175,55175,0.25,18,69,248.29,4024.6,7,Debt consolidation,N,,Settled
LN-500225,CL-110000,SF-PMB,AG-630,20/09/2024,41000,5175,"46,175.00",0.26,12,69,207.79,4687.89,25,Debt consolidation,N,,Settled
LN-500226,CL-112181,SF-CPT,AG-642,2024-09-12,50000,5175,55175,0.27,12,69,248.29,5615.05,19,Vehicle repair,N,,Settled
LN-500227,CL-107669,SF-DBN,AG-626,08/09/2024,23500,3457.5,26957.5,0.27,12,69,121.31,2778.7,27,Medical,N,,Settled
LN-500228,CL-109162,SF-PMB,AG-632,2024-09-23,19000,3007.5,22007.5,0.26,12,69,99.03,2270.41,4,Medical,N,,Settled
LN-500229,CL-105607,SF-PTA,AG-619,2024-09-01,12000,2307.5,14307.5,0.26,6,69,64.38,2702.03,3,Vehicle repair,N,,Settled
LN-500230,CL-107321,SF-DBN,AG-629,2024-09-02,25000,3607.5,28607.5,0.26,12,69,128.73,2930.61,3,Debt consolidation,N,,settled
LN-500231,CL-106947,SF-DBN,AG-629,27/09/2024,50000,5175,55175,0.26,18,69,248.29,4051.73,25,Vehicle repair,N,,Settled
LN-500232,CL-118242,SF-MAH,AG-661,05/09/2024,50000,5175,55175,0.28,18,69,248.29,4106.31,25,Home improvement,N,,Settled
LN-500233,CL-118625,SF-MAH,AG-659,2024-09-17,39000,5007.5,44007.5,0.26,36,69,198.03,2040.12,5,Vehicle repair,N,,Active
LN-500234,CL-115884,SF-BFN,AG-652,14/09/2024,7500,1857.5,9357.5,0.28,6,69,42.11,1800.51,27,Other,N,,Settled
LN-500235,CL-116901,SF-PLK,AG-658,2024-09-28,50000,5175,55175,0.28,36,69,248.29,2599.52,4,Debt consolidation,N,,Settled
LN-500236,CL-106817,SF-DBN,AG-626,2024-09-12,19500,3057.5,22557.5,0.26,24,69,101.51,1385.78,25,Debt consolidation,N,,Settled
LN-500237,CL-114695,SF-BFN,AG-653,2024-09-20,50000,5175,55175,0.28,12,69,248.29,"5,642.01",6,Funeral,N,,Settled
LN-500238,CL-101439,SF-JHB,AG-601,2024-09-17,25500,3657.5,29157.5,0.28,18,69,131.21,2202.54,2,Medical,N,,Settled
LN-500239,CL-107593,SF-DBN,AG-622,2024-09-15,50000,5175,55175,0.27,18,69,248.29,4078.96,25,Home improvement,N,,Settled
LN-500240,CL-112830,SF-CPT,AG-642,20/09/2024,39000,5007.5,44007.5,0.26,12,69,198.03,4471.08,9,Funeral,N,,Settled
LN-500241,CL-108026,SF-DBN,AG-621,2024-09-01,50000,5175,55175,0.27,24,69,248.29,3317.72,25,Business,N,,Written off
LN-500242,CL-113264,SF-GQE,AG-643,2024-09-11,50000,5175,55175,0.28,18,69,248.29,4106.31,11,Funeral,N,,Settled
LN-500243,CL-118745,SF-MAH,AG-661,12/09/2024,50000,5175,55175,0.27,12,69,248.29,5615.05,26,Funeral,N,,Settled
LN-500244,CL-113158,SF-GQE,AG-645,2024-09-22,10500,2157.5,12657.5,0.27,18,69,56.96,988.91,3,Debt consolidation,N,,Settled
LN-500245,CL-109198,SF-PMB,AG-630,2024-09-06,21500,3257.5,24757.5,0.27,12,69,111.41,2557.56,5,Medical,N,,Settled
LN-500246,CL-105460,SF-PTA,AG-617,2024-09-17,23500,3457.5,26957.5,0.26,24,69,121.31,1642.63,4,School fees,N,,Written off
LN-500247,CL-114628,SF-GQE,AG-645,11/09/2024,13500,2457.5,"15,957.50",0.26,12,69,71.81,1665.23,27,Home improvement,N,,Settled
LN-500248,CL-101284,SF-JHB,AG-607,11/09/2024,12000,2307.5,14307.5,0.26,36,69,64.38,709.84,3,Other,N,,Active
LN-500249,CL-104862,SF-PTA,AG-613,15/09/2024,12500,2357.5,14857.5,0.28,12,69,66.86,"1,569.70",7,School fees,N,,Settled
LN-500250,CL-118242,SF-MAH,AG-662,20/09/2024,50000,5175,55175,0.27,24,69,248.29,3317.72,25,Home improvement,N,,Settled
LN-500251,CL-118724,SF-MAH,AG-661,21/09/2024,31000,4207.5,35207.5,0.26,12,69,158.43,3590.81,26,Other,N,,SETTLED
LN-500252,CL-118931,SF-MAH,AG-659,07/09/2024,14500,2557.5,17057.5,0.27,12,69,76.76,1783.58,9,School fees,N,,Settled
LN-500253,CL-106595,SF-DBN,AG-622,26/09/2024,27000,3807.5,30807.5,0.27,6,69,138.63,5754.06,25,Business,N,,Settled
LN-500254,CL-101660,SF-JHB,AG-606,2024-09-25,50000,5175,55175,0.28,12,69,248.29,"5,642.01",25,Medical,N,,Settled
LN-500255,CL-105767,SF-PTA,AG-617,2024-09-04,37000,4807.5,41807.5,0.27,12,69,188.13,4271.38,26,School fees,N,,Settled
LN-500256,CL-104390,SF-PTA,AG-620,2024-09-13,13000,2407.5,15407.5,0.25,18,69,69.33,1173.59,26,Debt consolidation,N,,SETTLED
LN-500257,CL-104049,SF-PTA,AG-618,26/09/2024,7500,1857.5,9357.5,0.26,36,69,42.11,488.13,2,Medical,N,,active
LN-500258,CL-108835,SF-DBN,AG-622,03/09/2024,35000,4607.5,39607.5,0.26,24,69,178.23,2381.07,4,Other,N,,Settled
LN-500259,CL-116152,SF-BFN,AG-652,2024-09-24,43000,5175,48175,0.25,24,69,216.79,"2,856.96",13,Debt consolidation,N,,Written off
LN-500260,CL-101139,SF-JHB,AG-608,08/09/2024,25500,3657.5,29157.5,0.27,18,69,131.21,2188.09,9,School fees,N,,Written off
LN-500261,CL-107026,SF-DBN,AG-621,2024-09-22,47000,5175,52175,0.25,18,69,234.79,"3,809.52",2,Funeral,N,,Settled
LN-500262,CL-102261,SF-JHB,AG-602,2024-09-04,18500,2957.5,21457.5,0.28,18,69,96.56,1639.11,25,School fees,N,,Settled
LN-500263,CL-118635,SF-MAH,AG-662,2024-09-28,50000,5175,55175,0.28,6,69,248.29,10278.54,27,Home improvement,N,,Settled
LN-500264,CL-102469,SF-JHB,AG-605,2024-09-19,9500,2057.5,11557.5,0.28,24,69,52.01,755.38,27,School fees,N,,Settled
LN-500265,CL-112527,SF-CPT,AG-637,2024-09-04,18500,2957.5,21457.5,0.25,12,69,96.56,2204.97,26,School fees,N,,Settled
LN-500266,CL-114104,SF-GQE,AG-647,2024-09-10,26000,3707.5,29707.5,0.26,12,69,133.68,3040.65,25,Home improvement,N,,Settled
LN-500267,CL-110003,SF-PMB,AG-631,2024-09-20,15000,2607.5,17607.5,0.26,36,69,79.23,857.65,25,Business,N,,active
LN-500268,CL-105895,SF-PTA,AG-612,2024-09-15,38500,4957.5,43457.5,0.28,24,69,195.56,2649.88,27,Funeral,N,,ACTIVE
LN-500269,CL-117423,SF-PLK,AG-658,23/09/2024,50000,5175,55175,0.26,18,69,248.29,4051.73,26,School fees,N,,SETTLED
LN-500270,CL-109591,SF-PMB,AG-631,2024-09-07,29500,4057.5,33557.5,0.27,6,69,151.01,6261.53,27,Home improvement,N,,Settled
LN-500271,CL-100550,SF-JHB,AG-608,2024-09-27,17000,2807.5,19807.5,0.25,36,69,89.13,945.68,26,Medical,N,,Active
LN-500272,CL-103593,SF-PTA,AG-615,2024-09-25,33000,4407.5,37407.5,0.25,12,69,168.33,3792.7,5,Funeral,N,,Settled
LN-500273,CL-107489,SF-DBN,AG-627,2024-09-06,26500,3757.5,30257.5,0.25,24,69,136.16,1820.05,25,Other,N,,SETTLED
LN-500274,CL-104776,SF-PTA,AG-615,13/09/2024,18500,2957.5,21457.5,0.27,18,69,96.56,1628.47,27,Vehicle repair,N,,Settled
LN-500275,CL-103777,SF-PTA,AG-613,01/09/2024,28000,3907.5,31907.5,0.26,18,69,143.58,2372.2,27,Business,N,,Settled
LN-500276,CL-100003,SF-JHB,AG-605,2024-09-27,7500,1857.5,"9,357.50",0.26,18,69,42.11,744.46,1,Funeral,N,,Settled
LN-500277,CL-111002,SF-CPT,AG-642,2024-09-23,26500,3757.5,30257.5,0.27,6,69,136.16,5652.57,7,Medical,N,,SETTLED
LN-500278,CL-105871,SF-PTA,AG-619,2024-09-03,21500,3257.5,24757.5,0.26,24,69,111.41,1514.21,27,Business,N,,Settled
LN-500279,CL-100525,SF-JHB,AG-606,2024-09-16,47000,5175,52175,0.28,6,69,234.79,9723.43,25,Other,N,,Settled
LN-500280,CL-105825,SF-PTA,AG-618,2024-09-27,45000,5175,50175,,18,69,225.79,3715.58,25,Funeral,N,,Settled
LN-500281,CL-114009,SF-GQE,AG-647,2024-09-28,45500,5175,50675,0.26,6,69,228.04,9394.78,25,Medical,N,,Settled
LN-500282,CL-110025,SF-PMB,AG-632,2024-09-22,25500,3657.5,29157.5,0.26,12,69,131.21,2985.63,26,School fees,N,,Settled
LN-500283,CL-102705,SF-JHB,AG-604,2024-09-05,50000,5175,55175,0.27,12,69,248.29,5615.05,26,Business,N,,Settled
LN-500284,CL-117127,SF-PLK,AG-655,2024-09-28,50000,5175,55175,0.27,24,69,248.29,3317.72,4,Funeral,N,,settled
LN-500285,CL-115349,SF-BFN,AG-650,18/09/2024,47500,5175,52675,,18,69,237.04,3871.27,2,Medical,N,,Settled
LN-500286,CL-104285,SF-PTA,AG-613,03/09/2024,23500,3457.5,26957.5,0.28,18,69,121.31,2041.56,13,Business,N,,Settled
LN-500287,CL-107967,SF-DBN,AG-623,2024-09-16,25000,3607.5,28607.5,0.26,18,69,128.73,2133.99,5,School fees,N,,Settled
LN-500288,CL-100463,SF-JHB,AG-606,2024-09-11,16000,2707.5,"18,707.50",0.27,18,69,84.18,1428.61,3,School fees,N,,Settled
LN-500289,CL-116625,SF-PLK,AG-654,2024-09-02,50000,5175,55175,0.28,24,69,248.29,3345.76,2,Funeral,N,,Settled
LN-500290,CL-108639,SF-DBN,AG-623,2024-09-04,50000,5175,55175,0.25,24,69,248.29,"3,262.06",25,Other,N,,Settled
LN-500291,CL-112553,SF-CPT,AG-641,2024-09-03,11000,2207.5,13207.5,0.26,12,69,59.43,"1,390.15",2,Debt consolidation,N,,Settled
LN-500292,CL-104141,SF-PTA,AG-612,2024-09-04,29000,4007.5,33007.5,0.26,36,69,148.53,1547.43,12,Business,N,,written off
LN-500293,CL-102170,SF-JHB,AG-607,2024-09-01,45500,5175,50675,0.28,24,69,228.04,3078.51,27,Business,N,,Settled
LN-500294,CL-116742,SF-PLK,AG-655,25/09/2024,50000,5175,55175,0.26,12,69,248.29,"5,588.16",27,Home improvement,N,,SETTLED
LN-500295,CL-100802,SF-JHB,AG-611,04/09/2024,18500,2957.5,21457.5,0.25,24,69,96.56,1310.78,26,Other,N,,settled
LN-500296,CL-102300,SF-JHB,AG-601,2024-09-02,16500,2757.5,19257.5,0.28,24,69,86.66,1212.67,25,School fees,N,,Settled
LN-500297,CL-108766,SF-DBN,AG-626,2024-09-11,46000,5175,51175,0.28,36,69,230.29,2416.07,14,Home improvement,N,,Active
LN-500298,CL-116489,SF-PLK,AG-654,2024-09-25,22500,3357.5,25857.5,0.27,12,69,116.36,2668.13,27,Medical,N,,Settled
LN-500299,CL-104731,SF-PTA,AG-620,2024-09-25,50000,5175,55175,0.26,18,69,248.29,"4,051.73",26,Debt consolidation,N,,Settled
LN-500300,CL-117330,SF-PLK,AG-654,18/09/2024,12500,2357.5,14857.5,0.26,6,69,66.86,2803.24,26,Debt consolidation,N,,Settled
LN-500301,CL-103516,SF-PTA,AG-617,2024-09-23,43500,5175,48675,0.27,12,69,219.04,4961.68,2,Business,N,,Settled
LN-500302,CL-110320,SF-PMB,AG-633,2024-09-03,35500,4657.5,40157.5,0.26,12,69,180.71,"4,085.96",26,Home improvement,N,,SETTLED
LN-500303,CL-109837,SF-PMB,AG-631,2024-09-14,19000,3007.5,22007.5,0.27,18,69,99.03,1668.44,27,Funeral,N,,Settled
LN-500304,CL-114370,SF-GQE,AG-648,2024-09-26,16500,2757.5,19257.5,0.27,24,69,86.66,1202.89,1,Vehicle repair,N,,SETTLED
LN-500305,CL-104435,SF-PTA,AG-612,2024-09-07,38000,4907.5,42907.5,0.27,12,69,193.08,4381.95,26,Home improvement,N,,Settled
LN-500306,CL-108617,SF-DBN,AG-627,08/09/2024,10000,2107.5,12107.5,0.27,12,69,54.48,1286.01,9,School fees,N,,Settled
LN-500307,CL-112537,SF-CPT,AG-635,05/09/2024,8000,1907.5,9907.5,0.26,6,69,44.58,1892.29,4,Other,N,,Settled
LN-500308,CL-108296,SF-DBN,AG-621,2024-09-02,28000,3907.5,31907.5,0.26,18,69,143.58,2372.2,6,Debt consolidation,N,,WRITTEN OFF
LN-500309,CL-100029,SF-JHB,AG-606,2024-09-09,50000,5175,55175,0.27,12,69,248.29,5615.05,27,Medical,N,,Settled
LN-500310,CL-102042,SF-JHB,AG-601,2024-09-06,17500,2857.5,20357.5,0.27,12,69,91.61,2115.28,2,Debt consolidation,N,,settled
LN-500311,CL-102058,SF-JHB,AG-604,2024-09-28,18500,2957.5,21457.5,0.27,12,69,96.56,2225.85,2,Vehicle repair,N,,SETTLED
LN-500312,CL-103470,SF-PTA,AG-612,2024-09-05,31500,4257.5,35757.5,0.26,18,69,160.91,2650.1,26,Other,N,,Settled
LN-500313,CL-106333,SF-DBN,AG-628,2024-09-23,15000,2607.5,17607.5,0.26,24,69,79.23,1096.83,27,School fees,N,,Settled
LN-500314,CL-115182,SF-BFN,AG-649,2024-09-21,35000,4607.5,39607.5,0.27,12,69,178.23,4050.24,5,Home improvement,N,,Written off
LN-500315,CL-109725,SF-PMB,AG-633,2024-09-11,50000,5175,55175,0.28,12,69,248.29,"5,642.01",4,Vehicle repair,N,,Settled
LN-500316,CL-114527,SF-GQE,AG-648,2024-09-06,24500,3557.5,28057.5,0.28,12,69,126.26,2902.98,2,Funeral,N,,SETTLED
LN-500317,CL-109456,SF-PMB,AG-633,2024-09-18,17500,2857.5,"20,357.50",0.26,24,69,91.61,1257.36,26,Debt consolidation,N,,Settled
LN-500318,CL-118600,SF-MAH,AG-661,2024-09-11,39500,5057.5,44557.5,0.26,12,69,200.51,4526.09,3,Debt consolidation,N,,Settled
LN-500319,CL-106795,SF-DBN,AG-625,2024-09-10,32000,4307.5,36307.5,0.28,18,69,163.38,2725.72,4,Home improvement,N,,Settled
LN-500320,CL-107172,SF-DBN,AG-626,2024-09-12,45500,5175,50675,0.28,24,69,228.04,3078.51,4,Funeral,N,,Settled
LN-500321,CL-107745,SF-DBN,AG-622,18/09/2024,31500,4257.5,35757.5,0.25,12,69,160.91,3628.45,2,Vehicle repair,N,,Settled
LN-500322,CL-100722,SF-JHB,AG-603,2024-09-14,24500,3557.5,28057.5,0.28,24,69,126.26,1735.29,25,Business,N,,Settled
LN-500323,CL-101728,SF-JHB,AG-601,2024-09-15,34000,4507.5,"38,507.50",0.28,36,69,173.28,1835.09,25,Debt consolidation,N,,Settled
LN-500324,CL-116478,SF-PLK,AG-655,2024-09-02,23000,3407.5,"26,407.50",0.25,12,69,118.83,2697.71,10,Debt consolidation,N,,WRITTEN OFF
LN-500325,CL-101643,SF-JHB,AG-605,2024-09-03,23500,3457.5,26957.5,0.25,12,69,121.31,2752.46,1,Medical,N,,Settled
LN-500326,CL-111931,SF-CPT,AG-636,2024-09-02,23500,3457.5,26957.5,0.25,24,69,121.31,1629.07,3,Medical,N,,Settled
LN-500327,CL-114313,SF-GQE,AG-646,2024-09-24,38000,4907.5,42907.5,0.27,24,69,193.08,2595.4,11,School fees,N,,WRITTEN OFF
LN-500328,CL-102580,SF-JHB,AG-603,2024-09-08,26000,3707.5,29707.5,0.25,24,69,133.68,1788.22,27,Business,N,,Written off
LN-500329,CL-111871,SF-CPT,AG-638,18/09/2024,15500,2657.5,18157.5,0.28,24,69,81.71,1147.35,12,Funeral,N,,Settled
LN-500330,CL-113275,SF-GQE,AG-644,2024-09-17,39500,5057.5,44557.5,0.28,12,69,200.51,"4,569.57",27,Vehicle repair,N,,Settled
LN-500331,CL-107882,SF-DBN,AG-625,2024-09-22,33000,4407.5,37407.5,0.27,24,69,168.33,2271.56,7,Business,N,,Settled
LN-500332,CL-103869,SF-PTA,AG-616,2024-09-07,21000,3207.5,24207.5,0.26,18,69,108.93,1816.38,26,Business,N,,SETTLED
LN-500333,CL-110144,SF-PMB,AG-634,2024-09-03,20000,3107.5,23107.5,0.27,12,69,103.98,2391.71,2,Debt consolidation,N,,Settled
LN-500334,CL-106404,SF-DBN,AG-621,2024-09-03,33500,4457.5,37957.5,0.27,12,69,170.81,"3,884.39",25,Business,N,,Settled
LN-500335,CL-117957,SF-MAH,AG-661,2024-09-14,30000,4107.5,34107.5,0.27,18,69,153.48,2547.84,4,Business,N,,SETTLED
LN-500336,CL-115454,SF-BFN,AG-652,04/09/2024,36000,4707.5,40707.5,0.27,12,69,183.18,4160.81,3,Debt consolidation,N,,SETTLED
LN-500337,CL-117263,SF-PLK,AG-657,2024-09-28,13500,2457.5,"15,957.50",0.25,6,69,71.81,2997.65,4,Home improvement,N,,Settled
LN-500338,CL-103748,SF-PTA,AG-612,06/09/2024,50000,5175,55175,0.27,24,69,248.29,3317.72,25,School fees,N,,Settled
LN-500339,CL-108280,SF-DBN,AG-629,2024-09-19,37500,4857.5,42357.5,0.26,18,69,190.61,3126.51,26,Business,N,,Settled
LN-500340,CL-113928,SF-GQE,AG-646,2024-09-22,50000,5175,55175,0.26,6,69,248.29,"10,222.92",6,Vehicle repair,N,,Settled
LN-500341,CL-111440,SF-CPT,AG-635,2024-09-25,40500,5157.5,45657.5,0.27,24,69,205.46,2757.32,25,Funeral,N,,Settled
LN-500342,CL-104026,SF-PTA,AG-614,11/09/2024,26000,3707.5,29707.5,,12,69,133.68,3055.12,2,Funeral,N,,Settled
LN-500343,CL-115642,SF-BFN,AG-649,2024-09-01,44500,5175,"49,675.00",0.27,12,69,223.54,5062.2,12,Home improvement,N,,Settled
LN-500344,CL-100785,SF-JHB,AG-606,2024-09-15,45000,5175,50175,0.26,36,69,225.79,2316.37,6,Vehicle repair,N,,Active
LN-500345,CL-111162,SF-CPT,AG-637,2024-09-08,50000,5175,55175,0.27,18,69,248.29,4078.96,25,Funeral,N,,Settled
LN-500346,CL-116164,SF-BFN,AG-651,28/09/2024,8000,1907.5,9907.5,0.26,6,69,44.58,1892.29,6,Home improvement,N,,Settled
LN-500347,CL-114035,SF-GQE,AG-648,2024-09-24,12000,2307.5,14307.5,0.24,24,69,64.38,889.84,27,Other,N,,Settled
LN-500348,CL-113421,SF-GQE,AG-643,20/09/2024,10000,2107.5,12107.5,0.25,18,69,54.48,937.01,26,Home improvement,N,,SETTLED
LN-500349,CL-108956,SF-PMB,AG-634,01/09/2024,9000,2007.5,11007.5,0.26,18,69,49.53,863.56,27,Home improvement,N,,Written off
LN-500350,CL-108458,SF-DBN,AG-627,23/09/2024,28000,3907.5,31907.5,0.25,24,69,143.58,1915.54,9,Business,N,,Settled
LN-500351,CL-111228,SF-CPT,AG-639,20/09/2024,50000,5175,55175,0.28,12,69,248.29,"5,642.01",25,School fees,N,,Settled
LN-500352,CL-106324,SF-DBN,AG-628,2024-09-02,19500,3057.5,22557.5,0.27,12,69,101.51,"2,336.42",27,Home improvement,N,,Settled
LN-500353,CL-116269,SF-PLK,AG-654,2024-09-11,19500,3057.5,22557.5,0.28,12,69,101.51,2347.44,27,Business,N,,Settled
LN-500354,CL-111474,SF-CPT,AG-635,2024-09-12,29500,4057.5,33557.5,0.26,24,69,151.01,2027.9,25,Business,N,,Settled
LN-500355,CL-107150,SF-DBN,AG-621,2024-09-18,26500,3757.5,30257.5,0.27,12,69,136.16,3110.41,3,Medical,N,,Settled
LN-500356,CL-116847,SF-PLK,AG-655,2024-09-02,20500,3157.5,23657.5,0.27,18,69,106.46,1788.36,27,Debt consolidation,N,,Settled
LN-500357,CL-101455,SF-JHB,AG-606,2024-09-19,8500,1957.5,10457.5,0.26,6,69,47.06,1993.51,27,Other,N,,Settled
LN-500358,CL-109526,SF-PMB,AG-631,2024-09-22,50000,5175,55175,0.26,18,69,248.29,4051.73,2,Debt consolidation,N,,Written off
LN-500359,CL-116872,SF-PLK,AG-654,2024-09-23,29000,4007.5,33007.5,0.28,24,69,148.53,2029.27,27,Home improvement,N,,Settled
LN-500360,CL-106664,SF-DBN,AG-629,17/09/2024,26500,3757.5,30257.5,0.25,18,69,136.16,2238.22,4,Home improvement,N,,Settled
LN-500361,CL-108496,SF-DBN,AG-627,2024-09-14,19000,3007.5,22007.5,0.27,6,69,99.03,4130.15,26,Debt consolidation,N,,Settled
LN-500362,CL-105912,SF-PTA,AG-613,2024-09-28,12000,2307.5,14307.5,0.27,6,69,64.38,2709.23,3,Other,N,,Settled
LN-500363,CL-108409,SF-DBN,AG-623,04/09/2024,13000,2407.5,15407.5,0.25,24,69,69.33,960.66,9,School fees,N,,Written off
LN-500364,CL-118360,SF-MAH,AG-660,2024-09-11,43000,5175,48175,,18,69,216.79,3546.44,27,School fees,N,,Settled
LN-500365,CL-111642,SF-CPT,AG-637,2024-09-19,50000,5175,55175,0.26,24,69,248.29,3289.82,26,Vehicle repair,N,,Settled
LN-500366,CL-111663,SF-CPT,AG-639,2024-09-21,12500,2357.5,14857.5,0.24,18,69,66.86,1126.89,26,Medical,N,,Written off
LN-500367,CL-115455,SF-BFN,AG-651,2024-09-17,21000,3207.5,24207.5,0.27,6,69,108.93,"4,536.13",2,School fees,N,,Settled
LN-500368,CL-108562,SF-DBN,AG-626,2024-09-13,50000,5175,"55,175.00",0.26,12,69,248.29,"5,588.16",26,Vehicle repair,N,,Settled
LN-500369,CL-108862,SF-PMB,AG-634,2024-09-06,9000,2007.5,11007.5,0.28,18,69,49.53,874.45,26,Business,N,,SETTLED
LN-500370,CL-106488,SF-DBN,AG-627,05/09/2024,13500,2457.5,15957.5,0.28,18,69,71.81,1236.66,1,Funeral,N,,settled
