assessment_id,loan_id,assessed_at,assessor_agent_id,declared_gross_income_zar,declared_net_income_zar,declared_expenses_zar,existing_obligations_zar,regulated_expense_norm_zar,disposable_income_zar,disposable_after_instalment_zar
AF-700282,LN-500282,2024-09-22,AG-632,8000,6796,1732,1684,1720.32,3380,394.37
AF-700283,LN-500283,2024-09-04,AG-604,20500,17645,2579,4723,2570.32,10343,4727.95
AF-700284,LN-500284,2024-09-25,AG-655,14300,12905,2236,6000,2148.72,"4,669.00",1351.28
AF-700285,LN-500285,2024-09-15,AG-650,21300,19019,2835,5742,2624.72,10442,6570.73
AF-700286,LN-500286,2024-09-03,AG-613,8800,8072,1671,3655,1774.72,2746,704.44
AF-700287,LN-500287,2024-09-15,AG-623,10600,9096,2062,3903,1897.12,3131,997.01
AF-700288,LN-500288,2024-09-10,AG-606,10300,9337,2054,3010,1876.72,4273,2844.39
AF-700289,LN-500289,2024-08-30,AG-654,13050,11300,2227,4121,2063.72,4952,1606.24
AF-700290,LN-500290,2024-09-03,AG-623,22000,18987,2885,9848,2672.32,6254,2991.94
AF-700291,LN-500291,2024-09-03,AG-641,9250,8243,1912,1696,1805.32,4635,3244.85
AF-700292,LN-500292,2024-09-04,AG-612,9950,8726,1780,2957,1852.92,3989,2441.57
AF-700293,LN-500293,2024-08-29,AG-607,15700,14115,2119,3392,2243.92,8604,5525.49
AF-700294,LN-500294,2024-09-24,AG-655,31700,27432,3563,11730,3312.8,12139,6550.84
AF-700295,LN-500295,2024-09-04,AG-611,12250,11164,1933,5795,2009.32,3436,2125.22
AF-700296,LN-500296,2024-09-02,AG-601,5850,5082,1509,3710,1559.26,-137,-1349.67
AF-700297,LN-500297,2024-09-09,AG-626,12100,10957,2129,6860,1999.12,1968,-448.07
AF-700298,LN-500298,2024-09-25,AG-654,7700,6989,1903,3080,1699.92,2006,-662.13
AF-700299,LN-500299,2024-09-23,AG-620,22550,19331,2828,4302,2709.72,12201,8149.27
AF-700300,LN-500300,2024-09-16,AG-654,8550,7682,1871,4059,1757.72,1752,-1051.24
AF-700301,LN-500301,2024-09-23,AG-617,12850,11810,2231,1730,2050.12,7849,2887.32
AF-700302,LN-500302,2024-09-02,AG-633,12200,11028,2182,4117,2005.92,4729,643.04
AF-700303,LN-500303,2024-09-12,AG-631,9300,7991,1798,2266,1808.72,3927,2258.56
AF-700304,LN-500304,2024-09-23,AG-648,11900,10915,1857,3572,1985.52,5486,4283.11
AF-700305,LN-500305,2024-09-06,AG-612,12950,11661,1916,4528,2056.92,5217,835.05
AF-700306,LN-500306,2024-09-08,AG-627,4450,3824,1410,1096,1450.76,1318,31.99
AF-700307,LN-500307,2024-09-05,AG-635,6600,5721,1498,2403,1625.12,1820,-72.29
AF-700308,LN-500308,2024-08-30,AG-621,6900,5974,1576,0,1645.52,4398,2025.8
AF-700309,LN-500309,2024-09-08,AG-606,35200,30604,3606,2074,3554.65,24924,19308.95
AF-700310,LN-500310,2024-09-04,AG-601,5250,4384,1535,456,1512.76,2393,277.72
AF-700311,LN-500311,2024-09-27,AG-604,11700,9610,2100,4674,1971.92,2836,610.15
AF-700312,LN-500312,2024-09-02,AG-612,8050,7218,1848,2052,1723.72,3318,667.9
AF-700313,LN-500313,2024-09-22,AG-628,10350,8919,2047,5087,1880.12,1785,688.17
AF-700314,LN-500314,2024-09-21,AG-649,9900,9075,2011,2026,1849.52,5038,987.76
AF-700315,LN-500315,2024-09-08,AG-633,24350,22267,2691,9944,2832.12,9632,3989.99
AF-700316,LN-500316,2024-09-05,AG-648,11450,10067,2047,0,1954.92,8020,5117.02
AF-700317,LN-500317,2024-09-15,AG-633,14000,11769,2069,209,2128.32,9491,8233.64
AF-700318,LN-500318,2024-09-08,AG-661,12250,11087,2095,0,2009.32,"8,992.00",4465.91
AF-700319,LN-500319,2024-09-10,AG-625,11400,10051,1941,3990,1951.52,4120,1394.28
AF-700320,LN-500320,2024-09-11,AG-626,11100,9481,1824,2565,1931.12,5092,2013.49
AF-700321,LN-500321,2024-09-15,AG-622,8550,7768,1905,2434,1757.72,3429,-199.45
AF-700322,LN-500322,2024-09-14,AG-603,14750,12503,2298,2586,2179.32,7619,5883.71
AF-700323,LN-500323,2024-09-13,AG-601,8900,7495,1823,1819,1781.52,3853,2017.91
AF-700324,LN-500324,2024-08-30,AG-655,6000,5298,1604,2507,1570.88,"1,187.00",-1510.71
AF-700325,LN-500325,2024-09-03,AG-605,6650,5705,1701,1270,1628.52,2734,-18.46
AF-700326,LN-500326,2024-09-01,AG-636,11700,9793,1893,3176,1971.92,4724,3094.93
AF-700327,LN-500327,2024-09-21,AG-646,14750,12511,2341,5643,2179.32,4527,1931.6
AF-700328,LN-500328,2024-09-06,AG-603,14900,13250,2358,4029,2189.52,6863,5074.78
AF-700329,LN-500329,2024-09-18,AG-638,8450,6984,1613,2178,1750.92,3193,2045.65
AF-700330,LN-500330,2024-09-15,AG-644,13100,11701,2018,3962,2067.12,5721,1151.43
AF-700331,LN-500331,2024-09-21,AG-625,9850,9056,1707,825,1846.12,6524,4252.44
AF-700332,LN-500332,2024-09-04,AG-616,14000,12417,1996,5677,2128.32,4744,2927.62
AF-700333,LN-500333,2024-09-03,AG-634,19950,16527,2499,9991,2532.92,4037,1645.29
AF-700334,LN-500334,2024-09-01,AG-621,22400,20598,2488,12870,2699.52,5240,1355.61
AF-700335,LN-500335,2024-09-14,AG-661,8450,7353,1855,2864,1750.92,2634,86.16
AF-700336,LN-500336,2024-09-01,AG-652,9400,8170,1721,3047,1815.52,3402,-758.81
AF-700337,LN-500337,2024-09-27,AG-657,7550,6619,1828,1866,1689.72,2925,-72.65
AF-700338,LN-500338,2024-09-04,AG-612,15050,13442,2145,3254,2199.72,8043,4725.28
AF-700339,LN-500339,2024-09-17,AG-629,15900,14210,2242,7516,2257.52,4452,1325.49
AF-700340,LN-500340,2024-09-22,AG-646,15150,13896,2406,1229,2206.52,10261,38.08
AF-700341,LN-500341,2024-09-24,AG-635,10100,8835,1992,3165,1863.12,3678,920.68
AF-700342,LN-500342,2024-09-10,AG-614,12950,11657,2191,2859,2056.92,"6,607.00",3551.88
AF-700343,LN-500343,2024-09-01,AG-649,14700,13449,2038,4843,2175.92,6568,1505.8
AF-700344,LN-500344,2024-09-14,AG-606,10850,9078,2006,3177,1914.12,3895,1578.63
AF-700345,LN-500345,2024-09-05,AG-637,19700,18017,2702,10519,2515.92,4796,717.04
AF-700346,LN-500346,2024-09-27,AG-651,7950,7128,1692,0,1716.92,5436,3543.71
AF-700347,LN-500347,2024-09-24,AG-648,6100,5154,1566,1796,1578.63,"1,792.00",902.16
AF-700348,LN-500348,2024-09-19,AG-643,6700,5882,1801,1737,1631.92,2344,1406.99
AF-700349,LN-500349,2024-09-01,AG-634,7100,6458,1752,1955,1659.12,2751,1887.44
AF-700350,LN-500350,2024-09-22,AG-627,14750,12935,2351,8384,2179.32,2200,284.46
AF-700351,LN-500351,2024-09-19,AG-639,15650,13842,2378,5646,2240.52,5818,175.99
AF-700352,LN-500352,2024-09-01,AG-628,6750,6088,1674,860,1635.32,3554,1217.58
AF-700353,LN-500353,2024-09-10,AG-654,7050,6006,1685,742,1655.72,3579,1231.56
AF-700354,LN-500354,2024-09-12,AG-635,10900,9821,1978,4536,1917.52,3307,1279.1
AF-700355,LN-500355,2024-09-16,AG-621,25850,21888,2966,12776,2908.57,6146,3035.59
AF-700356,LN-500356,2024-09-02,AG-655,14450,11872,2339,4165,2158.92,5368,3579.64
AF-700357,LN-500357,2024-09-18,AG-606,5850,4801,1695,2787,1559.26,319,-1674.51
AF-700358,LN-500358,2024-09-19,AG-631,18200,15237,2679,4534,2413.92,8024,3972.27
AF-700359,LN-500359,2024-09-23,AG-654,11000,9431,1792,6902,1924.32,737,-1292.27
AF-700360,LN-500360,2024-09-14,AG-629,8950,8052,1953,1545,1784.92,4554,2315.78
AF-700361,LN-500361,2024-09-12,AG-627,8800,7852,1904,2546,1774.72,3402,-728.15
AF-700362,LN-500362,2024-09-25,AG-613,7000,6148,1835,895,1652.32,3418,708.77
AF-700363,LN-500363,2024-09-02,AG-623,4200,3671,1371,1694,1431.38,606,-354.66
AF-700364,LN-500364,2024-09-10,AG-660,12850,10891,2149,6858,2050.12,1884,-1662.44
AF-700365,LN-500365,2024-09-18,AG-637,23550,21583,2617,8245,2777.72,10721,7431.18
AF-700366,LN-500366,2024-09-21,AG-639,8050,6733,1859,1831,1723.72,3043,1916.11
AF-700367,LN-500367,2024-09-16,AG-651,6200,5694,1596,1923,1586.38,2175,-2361.13
AF-700368,LN-500368,2024-09-12,AG-626,19300,17612,2699,10015,2488.72,4898,-690.16
AF-700369,LN-500369,2024-09-04,AG-634,5550,4834,1497,2443,1536.01,894,19.55
AF-700370,LN-500370,2024-09-04,AG-627,11750,10387,1876,2961,1975.32,5550,4313.34
AF-700371,LN-500371,2024-09-04,AG-642,6250,5397,1663,2619,1590.26,1115,-1485.81
AF-700372,LN-500372,2024-09-07,AG-609,13850,12693,2326,2192,2118.12,8175,6059.72
AF-700373,LN-500373,2024-09-24,AG-606,10850,9500,2132,2908,1914.12,4460,2046.82
AF-700374,LN-500374,2024-09-21,AG-643,21850,19577,2629,9697,2662.12,7251,4651.48
AF-700375,LN-500375,2024-09-15,AG-604,6650,6058,1553,2985,1628.52,1520,505.84
AF-700376,LN-500376,2024-09-06,AG-661,8500,7490,1631,1595,1754.32,4264,347.37
AF-700377,LN-500377,2024-09-24,AG-607,13000,11702,1910,2709,2060.32,7083,5484.14
AF-700378,LN-500378,2024-09-19,AG-628,8250,6769,1646,0,1737.32,5123,3831.07
AF-700379,LN-500379,2024-09-14,AG-611,12150,10794,2137,2147,2002.52,6510,4250.28
AF-700380,LN-500380,2024-09-24,AG-634,12000,9938,2177,3510,1992.32,4251,-967.34
AF-700381,LN-500381,2024-09-13,AG-655,9800,8585,1891,6151,1842.72,543,-1324.37
AF-700382,LN-500382,2024-09-02,AG-654,10600,8870,1908,2186,1897.12,4776,3324.13
AF-700383,LN-500383,2024-09-24,AG-628,11100,9811,1827,2478,1931.12,5506,3891.07
AF-700384,LN-500384,2024-09-19,AG-625,11300,10006,2017,132,1944.72,7857,5604.35
AF-700385,LN-500385,2024-08-31,AG-630,9000,7981,1894,0,1788.32,6087,1850.75
AF-700386,LN-500386,2024-09-26,AG-633,7700,6843,1755,1688,1699.92,3400,2233.79
AF-700387,LN-500387,2024-09-10,AG-647,10600,8948,1996,3850,1897.12,3102,979.95
AF-700388,LN-500388,2024-09-17,AG-650,4700,3949,1439,1494,1470.13,1016,-546.44
AF-700389,LN-500389,2024-09-14,AG-609,9850,8900,1752,3203,1846.12,3945,1055.73
AF-700390,LN-500390,2024-09-07,AG-652,12600,11440,2099,2768,2033.12,6573,4787.2
AF-700391,LN-500391,2024-09-01,AG-608,13550,12360,2240,2126,2097.72,"7,994.00",4704.18
AF-700392,LN-500392,2024-09-10,AG-648,5750,5153,1454,2572,1551.51,1127,-776.02
AF-700393,LN-500393,2024-09-05,AG-615,36800,30342,3931,10458,3665.21,15953,11874.04
AF-700394,LN-500394,2024-09-14,AG-608,21650,18266,2536,843,2648.52,14887,4664.08
AF-700395,LN-500395,2024-09-17,AG-658,10450,8758,1823,2300,1886.92,4635,1076.4
AF-700396,LN-500396,2024-09-02,AG-637,4200,3673,1509,598,1431.38,1566,726.02
AF-700397,LN-500397,2024-09-05,AG-648,8300,7310,1663,1656,1740.72,3991,3273.88
AF-700398,LN-500398,2024-09-05,AG-637,18100,16358,2526,11584,2407.12,2248,-1830.96
AF-700399,LN-500399,2024-09-26,AG-644,16200,14569,2397,5191,2277.92,6981,3411.38
AF-700400,LN-500400,2024-09-26,AG-631,8350,7179,1656,126,1744.12,5397,4712.26
AF-700401,LN-500401,2024-09-25,AG-623,13800,12403,1954,1918,2114.72,8531,5703.36
AF-700402,LN-500402,2024-09-09,AG-647,9850,8890,1710,5566,1846.12,1614,58.8
AF-700403,LN-500403,2024-09-07,AG-612,9700,8773,2054,2411,1835.92,"4,308.00",3105.11
AF-700404,LN-500404,2024-09-15,AG-621,11650,9610,2143,3160,1968.52,4307,3304.33
AF-700405,LN-500405,2024-09-12,AG-615,21900,18852,2504,1201,2665.52,15147,12745.9
AF-700406,LN-500406,2024-09-08,AG-641,7200,5928,1744,842,1665.92,3342,1803.52
AF-700407,LN-500407,2024-09-01,AG-604,6450,5796,1545,771,1614.92,3480,535.45
AF-700408,LN-500408,2024-09-02,AG-627,13200,11971,2274,5702,2073.92,3995,2637.61
AF-700409,LN-500409,2024-09-14,AG-631,22200,19388,2856,4873,2685.92,11659,7552.69
AF-700410,LN-500410,2024-09-18,AG-601,7000,6239,1748,2156,1652.32,2335,1173.96
AF-700411,LN-500411,2024-09-01,AG-656,9300,7719,1846,2195,1808.72,3678,2798.96
AF-700412,LN-500412,2024-09-11,AG-650,9250,8294,1934,3570,1805.32,2790,1041.61
AF-700413,LN-500413,2024-09-12,AG-607,20650,18314,2808,2730,2580.52,12776,10761.11
AF-700414,LN-500414,2024-09-24,AG-639,9500,8465,1984,3898,1822.32,2583,-1135.54
AF-700415,LN-500415,2024-09-27,AG-653,25950,23658,2783,5922,2915.48,14953,9391.65
AF-700416,LN-500416,2024-09-10,AG-627,16850,15118,2243,2727,2322.12,10148,1305.31
AF-700417,LN-500417,2024-09-26,AG-604,4650,4214,1548,999,1466.26,"1,667.00",366.73
AF-700418,LN-500418,2024-09-22,AG-643,11050,10134,1952,1925,1927.72,6257,4442.64
AF-700419,LN-500419,2024-09-15,AG-628,10400,9087,2021,3822,1883.52,3244,731.09
AF-700420,LN-500420,2024-08-31,AG-625,22200,19802,2925,9331,2685.92,7546,1957.84
AF-700421,LN-500421,2024-09-01,AG-618,13750,12312,1956,1513,2111.32,"8,843.00",3276.94
AF-700422,LN-500422,2024-09-09,AG-649,20550,17408,2529,1081,2573.72,"13,798.00",9691.69
AF-700423,LN-500423,2024-09-22,AG-609,12800,10813,2173,2741,2046.72,5899,2387.24
AF-700424,LN-500424,2024-08-30,AG-623,4300,3550,1516,1992,1439.13,42,-3570.98
AF-700425,LN-500425,2024-09-11,AG-625,11450,10023,1842,3630,1954.92,"4,551.00",1424.49
AF-700426,LN-500426,2024-09-14,AG-655,17550,14934,2599,10408,2369.72,"1,927.00",-7031.97
AF-700427,LN-500427,2024-09-14,AG-646,7150,6575,1680,3269,1662.52,1626,-1084.55
AF-700428,LN-500428,2024-09-09,AG-648,9300,8076,1695,3328,1808.72,3053,-152.7
AF-700429,LN-500429,2024-09-18,AG-603,14350,12228,2268,1268,2152.12,8692,7133.38
AF-700430,LN-500430,2024-09-22,AG-621,9000,7755,1654,1785,1788.32,4316,2241.32
AF-700431,LN-500431,2024-09-10,AG-660,28200,24436,3255,8129,3070.95,13052,9706.24
AF-700432,LN-500432,2024-09-20,AG-647,6300,5307,1575,2807,1604.72,925,-316
AF-700433,LN-500433,2024-09-02,AG-638,5650,5155,1512,702,1543.76,2941,1499.68
AF-700434,LN-500434,2024-09-09,AG-640,11100,9807,2064,2842,1931.12,4901,2712.91
AF-700435,LN-500435,2024-09-23,AG-633,16850,15166,2467,8444,2322.12,4255,-1008.24
AF-700436,LN-500436,2024-09-09,AG-620,14400,11931,2031,4171,2155.52,5729,289.01
AF-700437,LN-500437,2024-09-22,AG-651,15000,13552,2109,0,2196.32,11443,5881.65
AF-700438,LN-500438,2024-09-26,AG-615,8650,7748,1835,3517,1764.52,2396,1646.49
AF-700439,LN-500439,2024-09-11,AG-649,17850,16089,2368,4543,2390.12,9178,6794.44
AF-700440,LN-500440,2024-09-14,AG-653,15800,14481,2439,1569,2250.72,10473,7681.13
AF-700441,LN-500441,2024-09-03,AG-648,9000,7941,1653,4278,1788.32,2010,48.93
AF-700442,LN-500442,2024-08-31,AG-627,7150,6334,1723,2774,1662.52,1837,772.12
AF-700443,LN-500443,2024-08-29,AG-655,20200,16818,2405,3544,2549.92,10869,8407.07
AF-700444,LN-500444,2024-09-01,AG-646,10600,9738,1961,2642,1897.12,"5,135.00",3737.81
AF-700445,LN-500445,2024-09-27,AG-662,9500,8480,1916,3132,1822.32,"3,432.00",1892.69
AF-700446,LN-500446,2024-08-31,AG-660,6800,6233,1774,3005,1638.72,1454,16.12
AF-700447,LN-500447,2024-09-02,AG-619,30250,25937,3380,13033,3212.61,9524,3908.95
AF-700448,LN-500448,2024-09-06,AG-604,24300,21824,2694,8544,2828.72,10586,4970.95
AF-700449,LN-500449,2024-08-31,AG-623,7450,6144,1696,4505,1682.92,-57,-766.84
AF-700450,LN-500450,2024-09-21,AG-602,18000,15101,2496,6262,2400.32,6343,727.95
AF-700451,LN-500451,2024-09-15,AG-653,4300,3859,1331,1501,1439.13,1027,-186.02
AF-700452,LN-500452,2024-09-24,AG-649,12450,10453,2238,4619,2022.92,3596,1043.88
AF-700453,LN-500453,2024-09-15,AG-636,4600,3954,1600,1196,1462.38,1158,-1022.78
AF-700454,LN-500454,2024-09-24,AG-645,8300,7511,1893,0,1740.72,5618,3846.94
AF-700455,LN-500455,2024-09-02,AG-658,9000,7670,1958,1086,1788.32,4626,1530.34
AF-700456,LN-500456,2024-09-11,AG-635,21000,18632,2641,7466,2604.32,8525,6186.24
AF-700457,LN-500457,2024-09-16,AG-659,5200,4557,1508,701,1508.88,"2,348.00",1653.29
AF-700458,LN-500458,2024-09-17,AG-640,8350,7145,1727,1582,1744.12,3836,947.69
AF-700459,LN-500459,2024-09-25,AG-629,20250,18205,2758,10443,2553.32,5004,-557.35
AF-700460,LN-500460,2024-09-22,AG-643,8850,7590,1667,2015,1778.12,3908,792.79
AF-700461,LN-500461,2024-09-26,AG-636,22550,20724,2780,7072,2709.72,10872,5229.99
AF-700462,LN-500462,2024-09-24,AG-633,11550,9541,1981,1698,1961.72,5862,3784.74
AF-700463,LN-500463,2024-09-23,AG-631,18850,15816,2263,4575,2458.12,8978,5715.94
AF-700464,LN-500464,2024-09-02,AG-636,7950,6558,1777,1127,1716.92,3654,2470.54
AF-700465,LN-500465,2024-09-10,AG-633,51600,43336,4536,6314,4685.56,"32,486.00",22263.08
AF-700466,LN-500466,2024-09-27,AG-618,20100,18203,2405,8028,2543.12,7770,5302.11
AF-700467,LN-500467,2024-09-13,AG-606,17650,14502,2599,5738,2376.52,"6,165.00",576.84
AF-700468,LN-500468,2024-09-13,AG-608,21250,19456,2510,7340,2621.32,9606,3990.95
AF-700469,LN-500469,2024-09-19,AG-623,11500,10457,2182,6575,1958.32,1700,-2129.05
AF-700470,LN-500470,2024-09-21,AG-628,9950,8692,1924,2458,1852.92,4310,2804.44
AF-700471,LN-500471,2024-09-05,AG-630,8350,7662,1729,2859,1744.12,3074,423.9
AF-700472,LN-500472,2024-09-11,AG-620,13300,11632,2009,2682,2080.72,6941,3429.24
AF-700473,LN-500473,2024-08-31,AG-652,16100,14774,2394,6847,2271.12,"5,533.00",18.47
AF-700474,LN-500474,2024-09-14,AG-604,5150,4565,1536,2645,1505.01,384,-513.58
AF-700475,LN-500475,2024-09-03,AG-637,8650,7201,1646,1191,1764.52,4364,2547.62
AF-700476,LN-500476,2024-09-16,AG-643,19650,16279,2341,4152,2512.52,9786,-464.72
AF-700477,LN-500477,2024-09-10,AG-624,15050,13665,2140,4618,2199.72,6907,4279.22
AF-700478,LN-500478,2024-09-22,AG-648,15750,14463,2507,7389,2247.32,4567,1280.63
AF-700479,LN-500479,2024-09-20,AG-643,9300,8064,1687,5571,1808.72,806,-969.26
AF-700480,LN-500480,2024-09-15,AG-609,7000,5927,1718,2881,1652.32,1328,710.22
AF-700481,LN-500481,2024-09-17,AG-604,29350,24637,3217,11196,3150.42,10224,2764.76
AF-700482,LN-500482,2024-09-09,AG-651,14100,11582,2169,3382,2135.12,6031,2257.18
AF-700483,LN-500483,2024-09-23,AG-633,15150,13903,2457,3398,2206.52,8048,4145.07
AF-700484,LN-500484,2024-09-15,AG-621,6850,5892,1614,516,1642.12,3762,1255.75
AF-700485,LN-500485,2024-09-15,AG-634,9500,8502,1977,1310,1822.32,5215,3545.03
AF-700486,LN-500486,2024-09-13,AG-606,18900,16448,2601,6283,2461.52,7564,4218.24
AF-700487,LN-500487,2024-09-10,AG-655,20200,18125,2820,5048,2549.92,10257,6967.18
AF-700488,LN-500488,2024-09-19,AG-659,9150,7983,1754,1025,1798.52,5204,-1074.46
AF-700489,LN-500489,2024-09-04,AG-627,7700,6691,1852,2214,1699.92,"2,625.00",912.77
AF-700490,LN-500490,2024-09-27,AG-622,16000,13211,2324,3490,2264.32,7397,3678.46
AF-700491,LN-500491,2024-09-13,AG-638,12550,11364,1921,225,2029.72,9218,7450.04
AF-700492,LN-500492,2024-09-11,AG-615,23200,19857,2789,8072,2753.92,8996,3380.95
AF-700493,LN-500493,2024-09-23,AG-638,14450,13207,2155,3434,2158.92,7618,2504.6
AF-700494,LN-500494,2024-09-11,AG-643,22200,19015,2547,3513,2685.92,12955,9609.24
AF-700495,LN-500495,2024-09-07,AG-657,5850,5131,1483,1851,1559.26,1797,-994.87
AF-700496,LN-500496,2024-09-14,AG-644,8900,7672,1824,3359,1781.52,2489,1546.04
AF-700497,LN-500497,2024-09-08,AG-627,17200,14926,2575,9886,2345.92,2465,-824.82
AF-700498,LN-500498,2024-09-21,AG-606,6050,5447,1530,2935,1574.76,982,-174.17
AF-700499,LN-500499,2024-09-22,AG-604,15000,13415,2154,829,2196.32,10432,1773.34
AF-700500,LN-500500,2024-09-05,AG-661,6450,5653,1692,1551,1614.92,2410,752.52
AF-700501,LN-500501,2024-09-25,AG-657,20300,18621,2750,9718,2556.72,"6,153.00",2101.27
AF-700502,LN-500502,2024-09-26,AG-606,11400,9358,2169,3403,1951.52,3786,2485.96
AF-700503,LN-500503,2024-09-06,AG-616,18450,16210,2266,5032,2430.92,8912,3269.99
AF-700504,LN-500504,2024-09-13,AG-635,24150,20105,3022,0,2818.52,17083,13765.28
AF-700505,LN-500505,2024-09-08,AG-602,13350,12010,1950,3662,2084.12,6398,1085.51
AF-700506,LN-500506,2024-08-30,AG-647,4200,3748,1375,1466,1431.38,907,-586.23
AF-700507,LN-500507,2024-09-08,AG-659,23850,21788,3039,4768,2798.12,13981,11381.48
AF-700508,LN-500508,2024-09-18,AG-655,13250,11602,2148,5200,2077.32,4254,1751.73
AF-700509,LN-500509,2024-09-25,AG-612,5700,5068,1607,1047,1547.63,2414,545.69
AF-700510,LN-500510,2024-09-20,AG-641,18700,15489,2544,8745,2447.92,4200,854.24
AF-700511,LN-500511,2024-09-01,AG-613,11600,9710,1891,2773,1965.12,5046,643.09
AF-700512,LN-500512,2024-09-26,AG-631,16150,13810,2482,3005,2274.52,8323,3920.09
AF-700513,LN-500513,2024-09-16,AG-661,21550,18734,2826,7286,2641.72,8622,2979.99
AF-700514,LN-500514,2024-09-18,AG-612,12200,10670,2045,5974,2005.92,2651,929.97
AF-700515,LN-500515,2024-09-22,AG-647,17050,15128,2248,7395,2335.72,5485,1406.04
AF-700516,LN-500516,2024-09-20,AG-651,13750,12440,2232,593,2111.32,"9,615.00",7550.24
AF-700517,LN-500517,2024-09-26,AG-602,6800,5795,1518,2270,1638.72,2007,428.58
AF-700518,LN-500518,2024-09-12,AG-610,6500,5515,1579,2825,1618.32,1111,317.04
AF-700519,LN-500519,2024-09-11,AG-603,11150,9300,2163,5856,1934.52,1281,-2437.54
AF-700520,LN-500520,2024-09-06,AG-612,11650,10086,1928,3566,1968.52,4592,2228.48
AF-700521,LN-500521,2024-09-07,AG-655,13650,11820,2036,3745,2104.52,6039,2952.19
AF-700522,LN-500522,2024-09-21,AG-643,21850,19190,2781,4996,2662.12,11413,9303.36
AF-700523,LN-500523,2024-09-03,AG-637,7700,6548,1774,1643,1699.92,3131,924.21
AF-700524,LN-500524,2024-09-15,AG-620,6650,5653,1817,1240,1628.52,2596,-2257.65
AF-700525,LN-500525,2024-08-30,AG-618,22300,19164,2708,7141,2692.72,9315,6453.04
AF-700526,LN-500526,2024-09-05,AG-618,14850,12971,2397,3569,2186.12,7005,-555.45
AF-700527,LN-500527,2024-09-22,AG-659,8150,6859,1906,3093,1730.52,"1,860.00",1210.48
AF-700528,LN-500528,2024-09-16,AG-641,13100,11496,2203,3611,2067.12,5682,2111.78
AF-700529,LN-500529,2024-09-17,AG-650,6850,5687,1559,1772,1642.12,2356,119.66
AF-700530,LN-500530,2024-09-15,AG-609,13950,11629,2163,3274,2124.92,6192,1481.61
AF-700531,LN-500531,2024-09-03,AG-629,5750,4951,1662,3494,1551.51,-205,-756.03
AF-700532,LN-500532,2024-09-02,AG-644,12650,10845,2185,3319,2036.52,"5,341.00",2410.96
AF-700533,LN-500533,2024-09-18,AG-648,6000,5429,1642,925,1570.88,2862,-1257.07
AF-700534,LN-500534,2024-09-02,AG-644,15450,13589,2106,4803,2226.92,6680,5273.73
AF-700535,LN-500535,2024-09-22,AG-638,21950,19296,2758,3065,2668.92,13473,10127.24
AF-700536,LN-500536,2024-09-19,AG-662,9650,8216,2009,2326,1832.52,3881,2628.55
AF-700537,LN-500537,2024-09-02,AG-650,10400,9417,1867,4294,1883.52,3256,-4102.02
AF-700538,LN-500538,2024-09-07,AG-602,15100,13256,2186,3597,2203.12,7473,5219.91
AF-700539,LN-500539,2024-08-31,AG-654,14250,12567,2099,3343,2145.32,7125,235.91
AF-700540,LN-500540,2024-09-19,AG-626,13100,11393,2146,4829,2067.12,4418,1688.5
AF-700541,LN-500541,2024-09-03,AG-617,5700,4755,1652,1224,1547.63,"1,879.00",896.34
AF-700542,LN-500542,2024-09-08,AG-650,10850,9081,1860,1252,1914.12,"5,969.00",3818.78
AF-700543,LN-500543,2024-09-02,AG-618,6700,5761,1538,2624,1631.92,1599,288.33
AF-700544,LN-500544,2024-09-08,AG-646,11350,10407,1858,5062,1948.12,3487,1179
AF-700545,LN-500545,2024-09-17,AG-651,13300,11415,2000,1059,2080.72,8356,4104.99
AF-700546,LN-500546,2024-09-23,AG-651,9400,8239,1774,2259,1815.52,4206,2603.27
AF-700547,LN-500547,2024-09-17,AG-639,12700,11415,2065,5772,2039.92,"3,578.00",1091.44
AF-700548,LN-500548,2024-09-14,AG-643,16050,13768,2496,5050,2267.72,6222,606.95
AF-700549,LN-500549,2024-09-23,AG-635,10050,8352,1909,2394,1859.72,4049,1546.73
AF-700550,LN-500550,2024-09-26,AG-624,13500,11122,2018,2248,2094.32,6856,4336.78
AF-700551,LN-500551,2024-09-20,AG-633,6750,5638,1645,3376,1635.32,617,-4338.43
AF-700552,LN-500552,2024-09-20,AG-662,9800,8486,1906,2790,1842.72,3790,237.32
AF-700553,LN-500553,2024-09-11,AG-656,7650,6855,1877,3233,1696.52,1745,578.79
AF-700554,LN-500554,2024-09-10,AG-613,15900,14411,2279,6758,2257.52,5374,2946.08
AF-700555,LN-500555,2024-09-22,AG-658,5350,4425,1473,237,1520.51,2715,2035.55
AF-700556,LN-500556,2024-09-11,AG-662,15450,14099,2275,5586,2226.92,6238,4614.12
AF-700557,LN-500557,2024-09-15,AG-610,14700,13127,2433,670,2175.92,10024,6706.28
