activity_id,loan_id,activity_date,channel,outcome,cost_zar,arrears_bucket_at_time
CA-800392,LN-502637,2025-02-17,Call,Partial payment,30.04,1-30
CA-800393,LN-502706,2025-02-12,SMS,Paid in full,1.25,1-30
CA-800394,LN-502712,2025-02-20,Call,Partial payment,26.48,1-30
CA-800395,LN-502777,2025-02-28,Call,No answer,26.68,1-30
CA-800396,LN-502848,2025-02-27,SMS,Left message,1.16,1-30
CA-800397,LN-502849,2025-02-05,SMS,No answer,1.19,1-30
CA-800398,LN-502910,2025-02-21,SMS,Left message,1.33,1-30
CA-800399,LN-502934,2025-02-17,SMS,No answer,1.1,1-30
CA-800400,LN-502986,2025-02-07,SMS,Refused,1.18,1-30
CA-800401,LN-502994,2025-02-18,SMS,No answer,1.16,1-30
CA-800402,LN-503008,2025-02-06,SMS,No answer,1.09,1-30
CA-800403,LN-503036,2025-02-10,SMS,Refused,1.23,1-30
CA-800404,LN-503050,2025-02-10,Call,Paid in full,29.4,1-30
CA-800405,LN-503137,2025-02-28,SMS,Number unobtainable,1.18,1-30
CA-800406,LN-503210,2025-02-14,SMS,Left message,1.09,1-30
CA-800407,LN-503256,2025-02-27,Call,Refused,24.32,1-30
CA-800408,LN-503295,2025-02-19,SMS,Left message,1.18,1-30
CA-800409,LN-503326,2025-02-05,SMS,Left message,1.3,1-30
CA-800410,LN-503330,2025-02-25,SMS,Left message,1.36,1-30
CA-800411,LN-503370,2025-02-23,SMS,No answer,1.28,1-30
CA-800412,LN-503392,2025-02-14,SMS,Paid in full,1.11,1-30
CA-800413,LN-503414,2025-02-11,SMS,Left message,1.12,1-30
CA-800414,LN-503433,2025-02-03,Call,Paid in full,24.4,1-30
CA-800415,LN-500006,2025-03-23,SMS,Number unobtainable,1.13,31-60
CA-800416,LN-500025,2025-03-23,SMS,No answer,1.15,1-30
CA-800417,LN-500055,2025-03-12,Call,Refused,27.24,1-30
CA-800418,LN-500059,2025-03-25,Call,Refused,27.51,61-90
CA-800419,LN-500059,2025-03-21,Call,No answer,26.34,61-90
CA-800420,LN-500098,2025-03-12,Call,Left message,27.09,1-30
CA-800421,LN-500136,2025-03-21,SMS,Refused,1.32,1-30
CA-800422,LN-500140,2025-03-25,SMS,Number unobtainable,1.01,31-60
CA-800423,LN-500140,2025-03-09,SMS,Left message,1.18,31-60
CA-800424,LN-500143,2025-03-20,SMS,No answer,1.2,1-30
CA-800425,LN-500147,2025-03-23,Call,Left message,30.18,61-90
CA-800426,LN-500147,2025-03-14,Letter,Left message,46.09,61-90
CA-800427,LN-500147,2025-03-14,Call,Paid in full,28.43,61-90
CA-800428,LN-500167,2025-03-30,Field,Partial payment,324.39,90+
CA-800429,LN-500167,2025-03-25,Field,No answer,335.96,90+
CA-800430,LN-500167,2025-03-12,Field,Refused,346.31,90+
CA-800431,LN-500167,2025-03-22,Field,Partial payment,310.2,90+
CA-800432,LN-500167,2025-03-20,Field,Number unobtainable,331.02,90+
CA-800433,LN-500168,2025-03-24,Call,Paid in full,33.59,31-60
CA-800434,LN-500168,2025-03-31,SMS,Refused,1.13,31-60
CA-800435,LN-500170,2025-03-16,Call,Left message,27.75,1-30
CA-800436,LN-500201,2025-03-24,Letter,Number unobtainable,36.64,61-90
CA-800437,LN-500219,2025-03-21,SMS,Left message,1.06,31-60
CA-800438,LN-500219,2025-03-25,SMS,Number unobtainable,1.17,31-60
CA-800439,LN-500246,2025-03-13,Call,Number unobtainable,28.09,61-90
CA-800440,LN-500246,2025-03-12,Call,Refused,28.76,61-90
CA-800441,LN-500246,2025-03-25,Call,Number unobtainable,27.47,61-90
CA-800442,LN-500297,2025-03-29,SMS,No answer,1.16,31-60
CA-800443,LN-500308,2025-03-07,Call,No answer,28.9,61-90
CA-800444,LN-500308,2025-03-19,Call,Left message,28.8,61-90
CA-800445,LN-500326,2025-03-24,SMS,Refused,1.12,31-60
CA-800446,LN-500326,2025-03-21,SMS,Refused,1.21,31-60
CA-800447,LN-500328,2025-03-17,SMS,Left message,1.27,1-30
CA-800448,LN-500349,2025-03-20,Call,No answer,29.02,61-90
CA-800449,LN-500366,2025-03-10,SMS,Left message,1.13,31-60
CA-800450,LN-500366,2025-03-12,Call,Number unobtainable,30.3,31-60
CA-800451,LN-500390,2025-03-23,Call,Refused,26.48,61-90
CA-800452,LN-500390,2025-03-26,Field,No answer,326.45,61-90
CA-800453,LN-500401,2025-03-18,SMS,Number unobtainable,1.11,31-60
CA-800454,LN-500401,2025-03-08,SMS,Number unobtainable,1.27,31-60
CA-800455,LN-500407,2025-03-22,SMS,No answer,1.24,31-60
CA-800456,LN-500407,2025-03-13,SMS,Refused,1.14,31-60
CA-800457,LN-500409,2025-03-27,Letter,Refused,46.82,90+
CA-800458,LN-500409,2025-03-24,Field,Left message,328.94,90+
CA-800459,LN-500409,2025-03-17,Letter,No answer,50.29,90+
CA-800460,LN-500409,2025-03-19,Letter,Number unobtainable,37.74,90+
CA-800461,LN-500414,2025-03-06,Field,Left message,319.01,90+
CA-800462,LN-500414,2025-03-30,Call,No answer,25.61,90+
CA-800463,LN-500416,2025-03-17,Call,Promise to pay,27.52,90+
CA-800464,LN-500416,2025-03-17,Call,Promise to pay,26.85,90+
CA-800465,LN-500416,2025-03-22,Call,Promise to pay,28.13,90+
CA-800466,LN-500416,2025-03-25,Field,Refused,321.68,90+
CA-800467,LN-500421,2025-03-08,Call,No answer,26.53,90+
CA-800468,LN-500421,2025-03-12,Letter,No answer,41.62,90+
CA-800469,LN-500421,2025-03-19,Call,Left message,25.37,90+
CA-800470,LN-500421,2025-03-06,Call,No answer,28.23,90+
CA-800471,LN-500421,2025-03-29,Field,Promise to pay,241.16,90+
CA-800472,LN-500427,2025-03-31,Field,Refused,362.1,90+
CA-800473,LN-500427,2025-03-25,Field,No answer,279.58,90+
CA-800474,LN-500427,2025-03-22,Field,Number unobtainable,302.67,90+
CA-800475,LN-500427,2025-03-13,Letter,Refused,47.1,90+
CA-800476,LN-500427,2025-03-11,Field,Left message,297.66,90+
CA-800477,LN-500429,2025-03-06,SMS,Number unobtainable,1.31,1-30
CA-800478,LN-500436,2025-03-06,Letter,Number unobtainable,46.66,61-90
CA-800479,LN-500436,2025-03-11,Letter,Number unobtainable,45.03,61-90
CA-800480,LN-500436,2025-03-26,Letter,Number unobtainable,46.87,61-90
CA-800481,LN-500441,2025-03-18,Field,Number unobtainable,335.57,61-90
CA-800482,LN-500441,2025-03-21,Call,No answer,25.63,61-90
CA-800483,LN-500449,2025-03-15,SMS,No answer,1.16,1-30
CA-800484,LN-500451,2025-03-13,Call,Number unobtainable,27.81,1-30
CA-800485,LN-500461,2025-03-27,Call,Left message,28,31-60
CA-800486,LN-500461,2025-03-06,SMS,Left message,1.32,31-60
CA-800487,LN-500479,2025-03-19,SMS,No answer,1.15,1-30
CA-800488,LN-500492,2025-03-31,Field,Number unobtainable,326.68,61-90
CA-800489,LN-500492,2025-03-31,Call,Number unobtainable,30,61-90
CA-800490,LN-500497,2025-03-08,SMS,Left message,1.18,31-60
CA-800491,LN-500510,2025-03-26,Call,Refused,31.21,31-60
CA-800492,LN-500536,2025-03-28,SMS,No answer,1.08,31-60
CA-800493,LN-500544,2025-03-09,SMS,Left message,1.07,31-60
CA-800494,LN-500552,2025-03-21,Letter,Left message,40.81,61-90
CA-800495,LN-500552,2025-03-28,Field,No answer,299.72,61-90
CA-800496,LN-500559,2025-03-16,Call,Partial payment,29.55,61-90
CA-800497,LN-500572,2025-03-17,SMS,No answer,1.27,1-30
CA-800498,LN-500595,2025-03-31,SMS,No answer,1.37,31-60
CA-800499,LN-500607,2025-03-15,Letter,Refused,43.57,61-90
CA-800500,LN-500625,2025-03-29,SMS,Number unobtainable,1.12,1-30
CA-800501,LN-500627,2025-03-07,Call,Refused,29.41,61-90
CA-800502,LN-500627,2025-03-31,Call,Number unobtainable,28.91,61-90
CA-800503,LN-500643,2025-03-22,SMS,Number unobtainable,1.09,1-30
CA-800504,LN-500686,2025-03-26,Call,No answer,29.51,1-30
CA-800505,LN-500702,2025-03-10,SMS,Refused,1.12,1-30
CA-800506,LN-500724,2025-03-28,Field,Promise to pay,367.72,90+
CA-800507,LN-500724,2025-03-18,Call,Left message,26.69,90+
CA-800508,LN-500724,2025-03-20,Field,Left message,304.01,90+
CA-800509,LN-500724,2025-03-18,Field,Refused,325.16,90+
CA-800510,LN-500724,2025-03-25,Call,Left message,29.19,90+
CA-800511,LN-500726,2025-03-17,Letter,Number unobtainable,40.43,61-90
CA-800512,LN-500737,2025-03-07,Field,No answer,338.36,90+
CA-800513,LN-500737,2025-03-21,Letter,No answer,45.65,90+
CA-800514,LN-500737,2025-03-28,Field,Partial payment,355.7,90+
CA-800515,LN-500737,2025-03-09,Field,No answer,292.05,90+
CA-800516,LN-500737,2025-03-13,Call,Number unobtainable,29.47,90+
CA-800517,LN-500739,2025-03-24,Call,Number unobtainable,28.55,31-60
CA-800518,LN-500769,2025-03-18,Call,Refused,27.33,31-60
CA-800519,LN-500777,2025-03-26,SMS,No answer,1.28,31-60
CA-800520,LN-500777,2025-03-30,SMS,Number unobtainable,0.99,31-60
CA-800521,LN-500809,2025-03-15,SMS,Refused,1.08,31-60
CA-800522,LN-500829,2025-03-09,Call,No answer,28.38,31-60
CA-800523,LN-500829,2025-03-09,SMS,No answer,1.27,31-60
CA-800524,LN-500835,2025-03-23,SMS,Left message,1.19,1-30
CA-800525,LN-500865,2025-03-17,Call,Left message,31.73,61-90
CA-800526,LN-500868,2025-03-23,SMS,No answer,1.07,1-30
CA-800527,LN-500884,2025-03-15,Call,Left message,29.36,61-90
CA-800528,LN-500889,2025-03-25,Field,Refused,342.47,61-90
CA-800529,LN-500889,2025-03-31,Field,Number unobtainable,307.75,61-90
CA-800530,LN-500891,2025-03-26,Letter,Paid in full,41.37,90+
CA-800531,LN-500891,2025-03-23,Call,Number unobtainable,25.43,90+
CA-800532,LN-500898,2025-03-25,Call,Refused,27.7,61-90
CA-800533,LN-500898,2025-03-25,Field,Number unobtainable,302.84,61-90
CA-800534,LN-500909,2025-03-24,Call,Left message,27.08,31-60
CA-800535,LN-500915,2025-03-27,Field,No answer,329.89,90+
CA-800536,LN-500915,2025-03-13,Field,Left message,346.02,90+
CA-800537,LN-500915,2025-03-23,Call,No answer,26.65,90+
CA-800538,LN-500923,2025-03-27,SMS,Number unobtainable,1.19,1-30
CA-800539,LN-500934,2025-03-23,Field,Promise to pay,314.26,90+
CA-800540,LN-500934,2025-03-08,Call,No answer,25.44,90+
CA-800541,LN-500934,2025-03-18,Field,Refused,294.1,90+
CA-800542,LN-500948,2025-03-07,SMS,Refused,1.19,1-30
CA-800543,LN-500983,2025-03-24,Call,No answer,25.93,31-60
CA-800544,LN-500987,2025-03-08,Call,No answer,26.31,61-90
CA-800545,LN-500987,2025-03-19,Call,Paid in full,28.37,61-90
CA-800546,LN-501027,2025-03-23,Call,Number unobtainable,28.77,61-90
CA-800547,LN-501027,2025-03-27,Letter,Refused,43.53,61-90
CA-800548,LN-501028,2025-03-25,SMS,Number unobtainable,1.31,1-30
CA-800549,LN-501030,2025-03-11,SMS,No answer,1.39,1-30
CA-800550,LN-501040,2025-03-28,Letter,Number unobtainable,47.78,61-90
CA-800551,LN-501040,2025-03-11,Call,No answer,25.37,61-90
CA-800552,LN-501040,2025-03-27,Call,No answer,32.51,61-90
CA-800553,LN-501061,2025-03-30,Call,Left message,26.19,90+
CA-800554,LN-501061,2025-03-25,Call,Partial payment,27.23,90+
CA-800555,LN-501061,2025-03-11,Field,Refused,322.77,90+
CA-800556,LN-501072,2025-03-17,SMS,No answer,1.02,31-60
CA-800557,LN-501080,2025-03-08,SMS,No answer,1.17,1-30
CA-800558,LN-501090,2025-03-25,Field,Refused,358.35,61-90
CA-800559,LN-501090,2025-03-30,Letter,Number unobtainable,46.04,61-90
CA-800560,LN-501100,2025-03-19,Call,No answer,28.24,1-30
CA-800561,LN-501103,2025-03-16,SMS,Number unobtainable,1.03,31-60
CA-800562,LN-501103,2025-03-06,SMS,Refused,1.23,31-60
CA-800563,LN-501133,2025-03-17,Letter,No answer,45.29,90+
CA-800564,LN-501133,2025-03-10,Field,No answer,354.77,90+
CA-800565,LN-501133,2025-03-20,Call,Paid in full,29.04,90+
CA-800566,LN-501133,2025-03-08,Letter,No answer,52.48,90+
CA-800567,LN-501150,2025-03-28,Letter,Refused,46.27,61-90
CA-800568,LN-501150,2025-03-31,Letter,Partial payment,35.64,61-90
CA-800569,LN-501150,2025-03-26,Letter,Refused,52.72,61-90
CA-800570,LN-501157,2025-03-20,SMS,Left message,1.34,31-60
CA-800571,LN-501157,2025-03-30,SMS,Left message,1.15,31-60
CA-800572,LN-501185,2025-03-30,Letter,Refused,42.18,61-90
CA-800573,LN-501190,2025-03-10,Call,No answer,27.09,31-60
CA-800574,LN-501199,2025-03-13,Letter,Refused,41.21,90+
CA-800575,LN-501199,2025-03-18,Letter,Left message,39.64,90+
CA-800576,LN-501199,2025-03-27,Call,Refused,27.08,90+
CA-800577,LN-501199,2025-03-14,Call,Number unobtainable,24.8,90+
CA-800578,LN-501199,2025-03-18,Field,No answer,351.06,90+
CA-800579,LN-501207,2025-03-20,Call,Left message,27.07,90+
CA-800580,LN-501207,2025-03-11,Field,Refused,327.94,90+
CA-800581,LN-501207,2025-03-15,Letter,Left message,48.82,90+
CA-800582,LN-501208,2025-03-27,Call,Promise to pay,28.12,61-90
CA-800583,LN-501208,2025-03-20,Call,Number unobtainable,27.46,61-90
CA-800584,LN-501210,2025-03-06,Field,Refused,318.08,90+
CA-800585,LN-501210,2025-03-26,Field,No answer,334.15,90+
CA-800586,LN-501210,2025-03-10,Field,Left message,337.36,90+
CA-800587,LN-501210,2025-03-09,Letter,Refused,50.19,90+
CA-800588,LN-501210,2025-03-22,Letter,Number unobtainable,40.31,90+
CA-800589,LN-501216,2025-03-06,Call,Refused,30.17,61-90
CA-800590,LN-501216,2025-03-19,Field,Promise to pay,296.07,61-90
CA-800591,LN-501216,2025-03-23,Field,Number unobtainable,352.45,61-90
CA-800592,LN-501228,2025-03-21,SMS,No answer,1.15,31-60
CA-800593,LN-501230,2025-03-09,Field,Paid in full,326.26,61-90
CA-800594,LN-501258,2025-03-28,Call,Number unobtainable,26.41,31-60
CA-800595,LN-501273,2025-03-06,SMS,No answer,1.2,31-60
CA-800596,LN-501273,2025-03-17,SMS,Refused,1.21,31-60
CA-800597,LN-501276,2025-03-08,Call,No answer,29.57,90+
CA-800598,LN-501276,2025-03-21,Letter,No answer,41.64,90+
CA-800599,LN-501276,2025-03-15,Letter,Number unobtainable,42,90+
CA-800600,LN-501276,2025-03-09,Field,Left message,294.4,90+
CA-800601,LN-501276,2025-03-15,Field,Left message,348.55,90+
CA-800602,LN-501290,2025-03-08,Field,No answer,341.05,61-90
CA-800603,LN-501290,2025-03-25,Call,Left message,27.97,61-90
CA-800604,LN-501290,2025-03-13,Letter,Refused,39.79,61-90
CA-800605,LN-501312,2025-03-06,Call,No answer,28.21,90+
CA-800606,LN-501312,2025-03-19,Call,Left message,28.49,90+
CA-800607,LN-501312,2025-03-14,Field,Refused,322.51,90+
CA-800608,LN-501312,2025-03-29,Letter,Left message,38.12,90+
CA-800609,LN-501327,2025-03-19,SMS,Number unobtainable,1.37,1-30
CA-800610,LN-501363,2025-03-28,Call,Number unobtainable,28.83,1-30
CA-800611,LN-501375,2025-03-31,SMS,Refused,1.13,31-60
CA-800612,LN-501375,2025-03-31,SMS,No answer,1.17,31-60
CA-800613,LN-501381,2025-03-11,Letter,Refused,44.87,61-90
CA-800614,LN-501381,2025-03-07,Field,Left message,338.12,61-90
CA-800615,LN-501383,2025-03-31,SMS,Left message,1.1,1-30
CA-800616,LN-501422,2025-03-21,SMS,Left message,1.07,1-30
CA-800617,LN-501455,2025-03-13,Call,Left message,29.2,61-90
CA-800618,LN-501455,2025-03-20,Field,Left message,309.75,61-90
CA-800619,LN-501471,2025-03-24,Call,Number unobtainable,29.27,31-60
CA-800620,LN-501488,2025-03-20,SMS,Refused,1.14,1-30
CA-800621,LN-501510,2025-03-13,Call,No answer,22.43,31-60
CA-800622,LN-501510,2025-03-24,SMS,Paid in full,1.16,31-60
CA-800623,LN-501515,2025-03-21,Call,Partial payment,29.06,31-60
CA-800624,LN-501515,2025-03-12,SMS,Refused,1.23,31-60
CA-800625,LN-501516,2025-03-06,SMS,Refused,1.26,31-60
CA-800626,LN-501516,2025-03-19,SMS,Refused,1.18,31-60
CA-800627,LN-501524,2025-03-23,Field,No answer,368.3,90+
CA-800628,LN-501524,2025-03-23,Field,Partial payment,331.51,90+
CA-800629,LN-501524,2025-03-28,Call,Left message,26.71,90+
CA-800630,LN-501541,2025-03-17,Call,Refused,27.47,31-60
CA-800631,LN-501541,2025-03-25,SMS,Refused,1.31,31-60
CA-800632,LN-501555,2025-03-19,Call,Paid in full,26.8,31-60
CA-800633,LN-501561,2025-03-06,SMS,Left message,1.15,1-30
CA-800634,LN-501568,2025-03-21,Call,Left message,30.06,1-30
CA-800635,LN-501595,2025-03-13,SMS,Number unobtainable,1.28,31-60
CA-800636,LN-501595,2025-03-26,SMS,Paid in full,1.15,31-60
CA-800637,LN-501612,2025-03-29,Call,Number unobtainable,30.81,31-60
CA-800638,LN-501612,2025-03-09,Call,Refused,25.79,31-60
CA-800639,LN-501620,2025-03-12,Field,Number unobtainable,332.23,90+
CA-800640,LN-501620,2025-03-15,Letter,Left message,45.21,90+
CA-800641,LN-501692,2025-03-13,Call,No answer,27.94,1-30
CA-800642,LN-501725,2025-03-07,Call,Refused,25.8,1-30
CA-800643,LN-501726,2025-03-15,Call,Number unobtainable,26.58,1-30
CA-800644,LN-501755,2025-03-22,Call,No answer,28.27,1-30
CA-800645,LN-501776,2025-03-26,Field,Partial payment,328.93,61-90
CA-800646,LN-501776,2025-03-22,Field,No answer,336.21,61-90
CA-800647,LN-501800,2025-03-23,SMS,Number unobtainable,1.35,31-60
CA-800648,LN-501805,2025-03-25,Call,Number unobtainable,29.51,1-30
CA-800649,LN-501817,2025-03-11,SMS,No answer,1.28,31-60
CA-800650,LN-501817,2025-03-25,Call,Number unobtainable,28.83,31-60
CA-800651,LN-501878,2025-03-08,Call,Number unobtainable,27.21,61-90
CA-800652,LN-501884,2025-03-14,Call,No answer,27.03,1-30
CA-800653,LN-501886,2025-03-27,SMS,Promise to pay,1.06,1-30
CA-800654,LN-501890,2025-03-16,SMS,Number unobtainable,1.22,31-60
CA-800655,LN-501898,2025-03-29,Call,Number unobtainable,28.06,1-30
CA-800656,LN-501901,2025-03-15,SMS,No answer,1.34,1-30
CA-800657,LN-501910,2025-03-17,SMS,No answer,1.17,31-60
CA-800658,LN-501910,2025-03-23,SMS,No answer,1.23,31-60
CA-800659,LN-501919,2025-03-21,SMS,Number unobtainable,1.19,1-30
CA-800660,LN-501921,2025-03-24,Call,Refused,26.56,31-60
CA-800661,LN-501921,2025-03-22,Call,Left message,25.12,31-60
CA-800662,LN-501927,2025-03-19,SMS,Refused,1.23,31-60
CA-800663,LN-501927,2025-03-23,Call,No answer,28.37,31-60
CA-800664,LN-501928,2025-03-31,SMS,Refused,1.28,1-30
CA-800665,LN-501936,2025-03-21,SMS,Number unobtainable,1.08,31-60
CA-800666,LN-501936,2025-03-16,SMS,Left message,1.32,31-60
CA-800667,LN-501939,2025-03-11,Field,Left message,311.33,61-90
CA-800668,LN-501939,2025-03-13,Call,Refused,24.31,61-90
CA-800669,LN-501954,2025-03-28,Call,Refused,27.77,1-30
CA-800670,LN-501957,2025-03-23,Call,No answer,28.55,1-30
CA-800671,LN-501971,2025-03-19,Call,Refused,25.84,31-60
CA-800672,LN-501971,2025-03-16,Call,Partial payment,29.11,31-60
CA-800673,LN-501977,2025-03-28,SMS,Refused,1.2,1-30
CA-800674,LN-501985,2025-03-09,SMS,Left message,1.12,1-30
CA-800675,LN-501999,2025-03-28,Letter,Partial payment,46.87,61-90
CA-800676,LN-502012,2025-03-27,Field,Promise to pay,304.04,61-90
CA-800677,LN-502052,2025-03-29,SMS,Refused,1.28,1-30
CA-800678,LN-502053,2025-03-22,SMS,No answer,1.24,31-60
CA-800679,LN-502054,2025-03-16,SMS,Number unobtainable,1.1,1-30
CA-800680,LN-502058,2025-03-11,Call,Number unobtainable,23.4,1-30
CA-800681,LN-502072,2025-03-25,Call,No answer,26.44,61-90
CA-800682,LN-502072,2025-03-30,Field,No answer,309.68,61-90
CA-800683,LN-502081,2025-03-16,Call,Paid in full,28.88,61-90
CA-800684,LN-502081,2025-03-10,Letter,No answer,44.57,61-90
CA-800685,LN-502103,2025-03-28,Call,Left message,29.7,61-90
CA-800686,LN-502103,2025-03-31,Field,Promise to pay,346.13,61-90
CA-800687,LN-502108,2025-03-19,Call,Left message,27.44,1-30
CA-800688,LN-502130,2025-03-13,Call,Refused,30.58,1-30
CA-800689,LN-502132,2025-03-13,Letter,Left message,41.69,61-90
CA-800690,LN-502132,2025-03-25,Field,Partial payment,311.83,61-90
CA-800691,LN-502153,2025-03-25,Field,Paid in full,316.35,61-90
CA-800692,LN-502157,2025-03-18,SMS,Number unobtainable,1.16,1-30
CA-800693,LN-502160,2025-03-07,SMS,No answer,1.14,1-30
CA-800694,LN-502185,2025-03-15,SMS,Left message,1.32,31-60
CA-800695,LN-502199,2025-03-20,SMS,Refused,1.01,31-60
CA-800696,LN-502205,2025-03-16,Call,Left message,28.61,1-30
CA-800697,LN-502206,2025-03-17,SMS,Left message,1.36,31-60
CA-800698,LN-502209,2025-03-28,Call,Left message,30.33,31-60
CA-800699,LN-502209,2025-03-18,SMS,Refused,1.21,31-60
CA-800700,LN-502287,2025-03-28,SMS,No answer,1.19,31-60
CA-800701,LN-502291,2025-03-09,Call,No answer,28.6,31-60
CA-800702,LN-502310,2025-03-10,Call,Refused,24.22,61-90
CA-800703,LN-502310,2025-03-25,Letter,No answer,45.91,61-90
CA-800704,LN-502310,2025-03-21,Field,Number unobtainable,354.85,61-90
CA-800705,LN-502376,2025-03-13,SMS,Refused,1.07,31-60
CA-800706,LN-502376,2025-03-12,Call,Number unobtainable,27.91,31-60
CA-800707,LN-502382,2025-03-10,SMS,Refused,1.21,1-30
CA-800708,LN-502391,2025-03-11,Call,Number unobtainable,26.36,61-90
CA-800709,LN-502391,2025-03-24,Call,Number unobtainable,32.11,61-90
CA-800710,LN-502391,2025-03-27,Call,No answer,28.58,61-90
CA-800711,LN-502399,2025-03-24,Field,Left message,329.66,61-90
CA-800712,LN-502399,2025-03-31,Call,Promise to pay,29.79,61-90
CA-800713,LN-502399,2025-03-21,Field,Partial payment,313.85,61-90
CA-800714,LN-502417,2025-03-06,SMS,Refused,1.17,1-30
CA-800715,LN-502458,2025-03-26,Call,Number unobtainable,27.02,61-90
CA-800716,LN-502465,2025-03-08,SMS,Left message,1.16,31-60
CA-800717,LN-502465,2025-03-11,SMS,No answer,1.2,31-60
CA-800718,LN-502470,2025-03-09,Call,Promise to pay,27.8,1-30
CA-800719,LN-502502,2025-03-19,SMS,Refused,1.16,1-30
CA-800720,LN-502524,2025-03-16,SMS,Partial payment,1.12,1-30
CA-800721,LN-502573,2025-03-21,SMS,No answer,1.33,1-30
CA-800722,LN-502574,2025-03-24,SMS,Left message,1.25,31-60
CA-800723,LN-502574,2025-03-15,SMS,Number unobtainable,1.36,31-60
CA-800724,LN-502581,2025-03-25,Call,Paid in full,25.15,31-60
CA-800725,LN-502591,2025-03-10,Call,Refused,27.93,31-60
CA-800726,LN-502591,2025-03-22,SMS,No answer,1.22,31-60
CA-800727,LN-502637,2025-03-26,SMS,Number unobtainable,1.44,31-60
CA-800728,LN-502637,2025-03-12,Call,Number unobtainable,29,31-60
CA-800729,LN-502685,2025-03-23,Call,Paid in full,22.83,31-60
CA-800730,LN-502697,2025-03-16,Call,Refused,23.78,1-30
CA-800731,LN-502716,2025-03-18,SMS,Number unobtainable,1.33,1-30
CA-800732,LN-502724,2025-03-14,SMS,Left message,1.17,31-60
CA-800733,LN-502724,2025-03-20,Call,Number unobtainable,32.12,31-60
CA-800734,LN-502733,2025-03-29,SMS,Refused,1.05,1-30
CA-800735,LN-502750,2025-03-07,SMS,Promise to pay,1.18,1-30
CA-800736,LN-502808,2025-03-15,Call,Number unobtainable,31.64,31-60
CA-800737,LN-502808,2025-03-14,SMS,No answer,1.12,31-60
CA-800738,LN-502811,2025-03-27,Call,Refused,30.63,31-60
CA-800739,LN-502824,2025-03-20,Call,Refused,30.11,1-30
CA-800740,LN-502847,2025-03-16,SMS,Number unobtainable,1.25,1-30
CA-800741,LN-502859,2025-03-21,Call,No answer,27.32,31-60
CA-800742,LN-502866,2025-03-30,SMS,Refused,1.21,31-60
CA-800743,LN-502866,2025-03-07,SMS,Refused,1.13,31-60
CA-800744,LN-502889,2025-03-21,SMS,Paid in full,1.26,1-30
CA-800745,LN-502896,2025-03-16,SMS,Number unobtainable,1.33,1-30
CA-800746,LN-502902,2025-03-15,SMS,Refused,1.09,1-30
CA-800747,LN-502920,2025-03-27,SMS,No answer,1.12,1-30
CA-800748,LN-502932,2025-03-12,SMS,Number unobtainable,1.29,31-60
CA-800749,LN-502932,2025-03-28,Call,Paid in full,32.07,31-60
CA-800750,LN-502934,2025-03-31,Call,Number unobtainable,25.03,31-60
CA-800751,LN-502934,2025-03-27,Call,Number unobtainable,30.46,31-60
