payment_id,loan_id,instalment_no,due_date,paid_date,amount_due_zar,amount_paid_zar,payment_method,status,failure_reason
RP-900293,LN-500293,1,2024-10-01,2024-10-04,3078.51,3078.51,Debit order,Paid,
RP-900294,LN-500294,1,2024-10-25,2024-10-31,5588.16,5588.16,Debit order,Paid,
RP-900295,LN-500295,1,2024-10-04,,1310.78,0,Debit order,Failed,No authority
RP-900296,LN-500296,1,2024-10-02,2024-10-11,1212.67,1212.67,Debit order,Paid,
RP-900297,LN-500297,1,2024-10-11,2024-10-19,2416.07,2416.07,Debit order,Paid,
RP-900298,LN-500298,1,2024-10-25,2024-10-30,2668.13,"2,668.13",Debit order,Paid,
RP-900299,LN-500299,1,2024-10-25,2024-10-27,4051.73,4051.73,Debit order,Paid,
RP-900300,LN-500300,1,2024-10-18,2024-10-20,2803.24,2803.24,Debit order,Paid,
RP-900301,LN-500301,1,2024-10-23,2024-10-27,4961.68,4961.68,Debit order,Paid,
RP-900302,LN-500302,1,2024-10-03,2024-10-04,4085.96,4085.96,Debit order,PAID,
RP-900303,LN-500303,1,14/10/2024,2024-10-14,1668.44,1668.44,Debit order,Paid,
RP-900304,LN-500304,1,2024-10-26,2024-10-30,1202.89,1202.89,Debit order,Paid,
RP-900305,LN-500305,1,07/10/2024,2024-10-10,4381.95,4381.95,Debit order,Paid,
RP-900306,LN-500306,1,2024-10-08,2024-10-16,1286.01,1286.01,Cash,PAID,
RP-900307,LN-500307,1,2024-10-05,2024-10-07,1892.29,1892.29,Debit order,Paid,
RP-900308,LN-500308,1,02/10/2024,2024-10-06,2372.2,2372.2,Debit order,Paid,
RP-900309,LN-500309,1,2024-10-09,2024-10-15,5615.05,5615.05,Debit order,Paid,
RP-900310,LN-500310,1,06/10/2024,2024-10-10,2115.28,2115.28,Debit order,Paid,
RP-900311,LN-500311,1,2024-10-28,2024-11-02,2225.85,2225.85,Debit order,PAID,
RP-900312,LN-500312,1,2024-10-05,2024-10-14,2650.1,2650.1,Debit order,Paid,
RP-900313,LN-500313,1,23/10/2024,2024-10-23,1096.83,1096.83,Debit order,Paid,
RP-900314,LN-500314,1,2024-10-21,2024-10-27,4050.24,4050.24,Debit order,Paid,
RP-900315,LN-500315,1,11/10/2024,2024-10-19,5642.01,5642.01,EFT,paid,
RP-900316,LN-500316,1,2024-10-06,2024-10-09,2902.98,2902.98,Debit order,Paid,
RP-900317,LN-500317,1,2024-10-18,2024-10-21,1257.36,1257.36,EFT,paid,
RP-900318,LN-500318,1,2024-10-11,2024-10-18,4526.09,4526.09,Debit order,Paid,
RP-900319,LN-500319,1,2024-10-10,2024-10-16,2725.72,2725.72,Debit order,PAID,
RP-900320,LN-500320,1,2024-10-12,2024-10-20,3078.51,3078.51,Debit order,Paid,
RP-900321,LN-500321,1,2024-10-18,2024-10-26,3628.45,3628.45,Debit order,Paid,
RP-900322,LN-500322,1,2024-10-14,2024-10-23,1735.29,1735.29,Debit order,Paid,
RP-900323,LN-500323,1,2024-10-15,2024-10-21,1835.09,1835.09,Debit order,Paid,
RP-900324,LN-500324,1,2024-10-02,2024-10-10,2697.71,2697.71,Debit order,Paid,
RP-900325,LN-500325,1,2024-10-03,2024-10-05,2752.46,2752.46,Debit order,Paid,
RP-900326,LN-500326,1,2024-10-02,2024-10-09,1629.07,1629.07,Debit order,Paid,
RP-900327,LN-500327,1,2024-10-24,2024-10-28,2595.4,2595.4,EFT,Paid,
RP-900328,LN-500328,1,08/10/2024,2024-10-11,1788.22,1788.22,Debit order,Paid,
RP-900329,LN-500329,1,18/10/2024,2024-10-26,1147.35,1147.35,Debit order,Paid,
RP-900330,LN-500330,1,2024-10-17,2024-10-19,4569.57,4569.57,Debit order,Paid,
RP-900331,LN-500331,1,2024-10-22,2024-10-30,2271.56,2271.56,Debit order,Paid,
RP-900332,LN-500332,1,2024-10-07,2024-10-15,1816.38,1816.38,Debit order,Paid,
RP-900333,LN-500333,1,03/10/2024,2024-10-08,2391.71,2391.71,Debit order,Paid,
RP-900334,LN-500334,1,03/10/2024,2024-10-10,3884.39,3884.39,Cash,Paid,
RP-900335,LN-500335,1,2024-10-14,2024-10-19,2547.84,2547.84,Debit order,Paid,
RP-900336,LN-500336,1,2024-10-04,2024-10-11,4160.81,4160.81,Debit order,Paid,
RP-900337,LN-500337,1,2024-10-28,2024-10-30,2997.65,2997.65,Debit order,Paid,
RP-900338,LN-500338,1,2024-10-06,2024-10-13,3317.72,3317.72,Debit order,Paid,
RP-900339,LN-500339,1,2024-10-19,2024-10-22,3126.51,3126.51,Debit order,PAID,
RP-900340,LN-500340,1,2024-10-22,2024-10-30,10222.92,10222.92,Debit order,Paid,
RP-900341,LN-500341,1,25/10/2024,2024-11-03,2757.32,2757.32,Debit order,Paid,
RP-900342,LN-500342,1,2024-10-11,2024-10-11,3055.12,3055.12,Debit order,Paid,
RP-900343,LN-500343,1,2024-10-01,2024-10-10,5062.2,5062.2,Debit order,Paid,
RP-900344,LN-500344,1,15/10/2024,2024-10-20,2316.37,2316.37,Debit order,Paid,
RP-900345,LN-500345,1,2024-10-08,2024-10-11,4078.96,4078.96,Debit order,Paid,
RP-900346,LN-500346,1,2024-10-28,2024-11-06,1892.29,1892.29,Debit order,Paid,
RP-900347,LN-500347,1,2024-10-24,2024-11-01,889.84,889.84,Debit order,PAID,
RP-900348,LN-500348,1,2024-10-20,2024-10-20,937.01,937.01,Debit order,Paid,
RP-900349,LN-500349,1,2024-10-01,2024-10-04,863.56,863.56,Debit order,paid,
RP-900350,LN-500350,1,2024-10-23,2024-10-24,1915.54,1915.54,Debit order,PAID,
RP-900351,LN-500351,1,20/10/2024,2024-10-28,5642.01,5642.01,Debit order,Paid,
RP-900352,LN-500352,1,2024-10-02,2024-10-04,2336.42,2336.42,Debit order,Paid,
RP-900353,LN-500353,1,2024-10-11,2024-10-19,2347.44,"2,347.44",Debit order,Paid,
RP-900354,LN-500354,1,2024-10-12,2024-10-17,2027.9,"2,027.90",Cash,Paid,
RP-900355,LN-500355,1,18/10/2024,2024-10-25,3110.41,3110.41,Debit order,Paid,
RP-900356,LN-500356,1,2024-10-02,,1788.36,0,Debit order,Failed,Insufficient funds
RP-900357,LN-500357,1,2024-10-19,2024-10-27,1993.51,1993.51,Cash,Paid,
RP-900358,LN-500358,1,22/10/2024,2024-10-26,4051.73,4051.73,Debit order,Paid,
RP-900359,LN-500359,1,23/10/2024,,2029.27,0,Debit order,Failed,Debit order disputed
RP-900360,LN-500360,1,2024-10-17,2024-10-19,2238.22,2238.22,EFT,Paid,
RP-900361,LN-500361,1,14/10/2024,2024-10-17,4130.15,4130.15,Debit order,Paid,
RP-900362,LN-500362,1,2024-10-28,2024-11-03,2709.23,2709.23,Debit order,Paid,
RP-900363,LN-500363,1,2024-10-04,,960.66,0,Debit order,Failed,Account closed
RP-900364,LN-500364,1,2024-10-11,2024-10-18,3546.44,3546.44,Debit order,Paid,
RP-900365,LN-500365,1,19/10/2024,2024-10-21,3289.82,3289.82,Debit order,PAID,
RP-900366,LN-500366,1,2024-10-21,2024-10-24,1126.89,1126.89,Debit order,Paid,
RP-900367,LN-500367,1,2024-10-17,2024-10-19,4536.13,4536.13,Debit order,Paid,
RP-900368,LN-500368,1,2024-10-13,2024-10-16,5588.16,5588.16,Debit order,Paid,
RP-900369,LN-500369,1,2024-10-06,2024-10-09,874.45,874.45,Cash,Paid,
RP-900370,LN-500370,1,2024-10-05,2024-10-05,1236.66,1236.66,Debit order,Paid,
RP-900371,LN-500371,1,2024-10-05,2024-10-10,2600.81,2600.81,Debit order,Paid,
RP-900372,LN-500372,1,2024-10-10,2024-10-13,2115.28,2115.28,Debit order,Paid,
RP-900373,LN-500373,1,27/10/2024,2024-10-28,2413.18,2413.18,EFT,Paid,
RP-900374,LN-500374,1,2024-10-24,2024-10-29,2599.52,2599.52,Debit order,Paid,
RP-900375,LN-500375,1,16/10/2024,2024-10-17,1014.16,1014.16,Debit order,Paid,
RP-900376,LN-500376,1,09/10/2024,2024-10-16,3916.63,"3,916.63",Debit order,PAID,
RP-900377,LN-500377,1,2024-10-26,2024-11-03,1598.86,"1,598.86",Debit order,Paid,
RP-900378,LN-500378,1,19/10/2024,2024-10-24,1291.93,1291.93,Debit order,Paid,
RP-900379,LN-500379,1,2024-10-15,2024-10-23,2259.72,2259.72,Debit order,Paid,
RP-900380,LN-500380,1,2024-10-25,2024-11-03,5218.34,5218.34,Debit order,Paid,
RP-900381,LN-500381,1,2024-10-15,2024-10-18,1867.37,1867.37,Debit order,Paid,
RP-900382,LN-500382,1,2024-10-04,2024-10-11,1451.87,1451.87,Debit order,Paid,
RP-900383,LN-500383,1,2024-10-25,,1614.93,0,EFT,Failed,Payment stopped
RP-900384,LN-500384,1,22/10/2024,2024-10-22,2252.65,"2,252.65",Debit order,Paid,
RP-900385,LN-500385,1,2024-10-02,2024-10-06,4236.25,4236.25,EFT,Paid,
RP-900386,LN-500386,1,2024-10-26,2024-10-28,1166.21,1166.21,Debit order,Paid,
RP-900387,LN-500387,1,12/10/2024,2024-10-20,2122.05,2122.05,Debit order,Paid,
RP-900388,LN-500388,1,20/10/2024,2024-10-22,1562.44,1562.44,Debit order,Paid,
RP-900389,LN-500389,1,2024-10-14,2024-10-14,2889.27,2889.27,Debit order,Paid,
RP-900390,LN-500390,1,2024-10-07,2024-10-12,1785.8,1785.8,Debit order,Paid,
RP-900391,LN-500391,1,2024-10-03,2024-10-06,3289.82,3289.82,Debit order,Paid,
RP-900392,LN-500392,1,11/10/2024,2024-10-17,1903.02,1903.02,Debit order,Paid,
RP-900393,LN-500393,1,2024-10-08,2024-10-13,4078.96,4078.96,Debit order,Paid,
RP-900394,LN-500394,1,2024-10-15,2024-10-17,10222.92,10222.92,Debit order,Paid,
RP-900395,LN-500395,1,19/10/2024,2024-10-26,3558.6,3558.6,Debit order,Paid,
RP-900396,LN-500396,1,2024-10-05,2024-10-14,839.98,839.98,Debit order,Paid,
RP-900397,LN-500397,1,05/10/2024,2024-10-07,717.12,717.12,Debit order,paid,
RP-900398,LN-500398,1,06/10/2024,2024-10-10,4078.96,4078.96,EFT,Paid,
RP-900399,LN-500399,1,2024-10-28,2024-10-31,3569.62,3569.62,Debit order,Paid,
RP-900400,LN-500400,1,28/10/2024,2024-10-29,684.74,684.74,EFT,Paid,
RP-900401,LN-500401,1,28/10/2024,2024-10-31,2827.64,"2,827.64",Debit order,Paid,
RP-900402,LN-500402,1,11/10/2024,2024-10-16,1555.2,1555.2,EFT,Paid,
RP-900403,LN-500403,1,2024-10-07,2024-10-16,1202.89,"1,202.89",Debit order,Paid,
RP-900404,LN-500404,1,2024-10-15,2024-10-15,1002.67,1002.67,EFT,Paid,
RP-900405,LN-500405,1,2024-10-15,2024-10-21,2401.1,2401.1,Debit order,Paid,
RP-900406,LN-500406,1,2024-10-11,2024-10-17,1538.48,1538.48,Debit order,Paid,
RP-900407,LN-500407,1,03/10/2024,2024-10-08,2944.55,2944.55,EFT,Paid,
RP-900408,LN-500408,1,2024-10-05,2024-10-13,1357.39,1357.39,Debit order,Paid,
RP-900409,LN-500409,1,2024-10-14,2024-10-19,4106.31,4106.31,Debit order,Paid,
RP-900410,LN-500410,1,2024-10-19,2024-10-19,1161.04,1161.04,Debit order,Paid,
RP-900411,LN-500411,1,2024-10-01,2024-10-10,879.04,879.04,Debit order,Paid,
RP-900412,LN-500412,1,13/10/2024,,1748.39,0,Debit order,Failed,No authority
RP-900413,LN-500413,1,2024-10-13,2024-10-17,2014.89,"2,014.89",Debit order,paid,
RP-900414,LN-500414,1,2024-10-26,2024-11-03,3718.54,3718.54,EFT,Paid,
RP-900415,LN-500415,1,2024-10-28,2024-11-03,5561.35,5561.35,Debit order,PAID,
RP-900416,LN-500416,1,12/10/2024,2024-10-13,8842.69,8842.69,Debit order,paid,
RP-900417,LN-500417,1,2024-10-27,2024-10-28,1300.27,1300.27,EFT,Paid,
RP-900418,LN-500418,1,2024-10-22,2024-10-25,1814.36,1814.36,Debit order,Paid,
RP-900419,LN-500419,1,2024-10-16,2024-10-23,2512.91,2512.91,Cash,Paid,
RP-900420,LN-500420,1,2024-10-02,2024-10-03,5588.16,5588.16,Debit order,Paid,
RP-900421,LN-500421,1,2024-10-04,2024-10-07,5566.06,5566.06,Debit order,Paid,
RP-900422,LN-500422,1,2024-10-09,2024-10-09,4106.31,4106.31,Debit order,Paid,
RP-900423,LN-500423,1,2024-10-25,2024-11-03,3511.76,3511.76,Debit order,Paid,
RP-900424,LN-500424,1,02/10/2024,,3612.98,0,Debit order,FAILED,Debit order disputed
RP-900425,LN-500425,1,2024-10-13,2024-10-13,3126.51,1503.58,EFT,Partial,
RP-900426,LN-500426,1,2024-10-14,2024-10-14,8958.97,8958.97,Debit order,Paid,
RP-900427,LN-500427,1,2024-10-14,2024-10-23,2710.55,2710.55,Debit order,Paid,
RP-900428,LN-500428,1,2024-10-09,2024-10-16,3205.7,3205.7,Debit order,Paid,
RP-900429,LN-500429,1,2024-10-20,2024-10-26,1558.62,1558.62,Debit order,Paid,
RP-900430,LN-500430,1,2024-10-25,2024-10-27,2074.68,2074.68,Cash,Paid,
RP-900431,LN-500431,1,2024-10-11,2024-10-19,3345.76,3345.76,Debit order,Paid,
RP-900432,LN-500432,1,20/10/2024,,1241,0,Debit order,Failed,Payment stopped
RP-900433,LN-500433,1,2024-10-03,2024-10-07,1441.32,1441.32,Debit order,paid,
RP-900434,LN-500434,1,12/10/2024,2024-10-20,2188.09,2188.09,Debit order,paid,
RP-900435,LN-500435,1,24/10/2024,2024-10-30,5263.24,"5,263.24",Debit order,Paid,
RP-900436,LN-500436,1,2024-10-09,2024-10-18,5439.99,5439.99,Debit order,Paid,
RP-900437,LN-500437,1,2024-10-22,,5561.35,0,EFT,Failed,Insufficient funds
RP-900438,LN-500438,1,2024-10-26,2024-11-02,749.51,749.51,EFT,Paid,
RP-900439,LN-500439,1,2024-10-12,2024-10-17,2383.56,2383.56,Cash,Paid,
RP-900440,LN-500440,1,2024-10-17,2024-10-22,2791.87,2791.87,Debit order,Paid,
RP-900441,LN-500441,1,2024-10-04,2024-10-07,1961.07,1961.07,Debit order,Paid,
RP-900442,LN-500442,1,2024-10-01,2024-10-03,1064.88,1064.88,Debit order,paid,
RP-900443,LN-500443,1,2024-10-01,2024-10-07,2461.93,2461.93,Debit order,Paid,
RP-900444,LN-500444,1,2024-10-02,,1397.19,0,EFT,Failed,Account closed
RP-900445,LN-500445,1,2024-10-27,2024-10-27,1539.31,1539.31,Debit order,paid,
RP-900446,LN-500446,1,2024-10-02,2024-10-05,1437.88,1437.88,Debit order,Paid,
RP-900447,LN-500447,1,02/10/2024,2024-10-03,5615.05,5615.05,Debit order,Paid,
RP-900448,LN-500448,1,2024-10-09,2024-10-09,5615.05,5615.05,Debit order,Paid,
RP-900449,LN-500449,1,2024-10-01,2024-10-04,709.84,709.84,Debit order,paid,
RP-900450,LN-500450,1,23/10/2024,2024-10-23,5615.05,5615.05,Cash,Paid,
RP-900451,LN-500451,1,2024-10-18,2024-10-20,1213.02,1213.02,Debit order,Paid,
RP-900452,LN-500452,1,2024-10-27,2024-10-30,2552.12,"2,552.12",Debit order,Paid,
RP-900453,LN-500453,1,2024-10-16,2024-10-24,2180.78,1115.48,Debit order,Partial,
RP-900454,LN-500454,1,26/10/2024,2024-11-01,1771.06,1771.06,Debit order,Paid,
RP-900455,LN-500455,1,2024-10-02,2024-10-07,3095.66,3095.66,Debit order,Paid,
RP-900456,LN-500456,1,2024-10-14,2024-10-17,2338.76,2338.76,Debit order,Paid,
RP-900457,LN-500457,1,2024-10-18,2024-10-22,694.71,694.71,Debit order,Paid,
RP-900458,LN-500458,1,2024-10-18,2024-10-23,2888.31,2888.31,EFT,Paid,
RP-900459,LN-500459,1,2024-10-26,2024-11-01,5561.35,5561.35,Debit order,Paid,
RP-900460,LN-500460,1,2024-10-25,2024-10-25,3115.21,"3,115.21",EFT,PAID,
RP-900461,LN-500461,1,2024-10-27,2024-10-31,5642.01,"5,642.01",Debit order,Paid,
RP-900462,LN-500462,1,2024-10-27,2024-11-04,2077.26,2077.26,Debit order,Paid,
RP-900463,LN-500463,1,2024-10-26,2024-11-04,3262.06,"3,262.06",Debit order,Paid,
RP-900464,LN-500464,1,03/10/2024,,1183.46,0,Debit order,Failed,Debit order disputed
RP-900465,LN-500465,1,13/10/2024,2024-10-18,10222.92,10222.92,Debit order,Paid,
RP-900466,LN-500466,1,2024-10-28,2024-11-03,2467.89,"2,467.89",Debit order,Paid,
RP-900467,LN-500467,1,2024-10-16,2024-10-16,5588.16,5588.16,Debit order,PAID,
RP-900468,LN-500468,1,2024-10-14,2024-10-17,5615.05,5615.05,Debit order,Paid,
RP-900469,LN-500469,1,2024-10-22,2024-10-23,3829.05,3829.05,Debit order,Paid,
RP-900470,LN-500470,1,2024-10-23,2024-10-30,1505.56,1505.56,Debit order,Paid,
RP-900471,LN-500471,1,2024-10-06,2024-10-10,2650.1,2650.1,Debit order,Paid,
RP-900472,LN-500472,1,14/10/2024,2024-10-21,3511.76,3511.76,Debit order,PAID,
RP-900473,LN-500473,1,2024-10-01,2024-10-08,5514.53,5514.53,Debit order,Paid,
RP-900474,LN-500474,1,2024-10-17,2024-10-26,897.58,897.58,Debit order,Paid,
RP-900475,LN-500475,1,2024-10-04,2024-10-04,1816.38,1816.38,Debit order,Paid,
RP-900476,LN-500476,1,2024-10-18,2024-10-26,10250.72,10250.72,EFT,Paid,
RP-900477,LN-500477,1,12/10/2024,2024-10-13,2627.78,2627.78,Debit order,Paid,
RP-900478,LN-500478,1,2024-10-22,2024-10-22,3286.37,3286.37,EFT,Paid,
RP-900479,LN-500479,1,2024-10-23,2024-10-25,1775.26,"1,775.26",EFT,Paid,
RP-900480,LN-500480,1,2024-10-15,,617.78,0,Debit order,Failed,Insufficient funds
RP-900481,LN-500481,1,2024-10-17,2024-10-22,7459.24,7459.24,Debit order,Paid,
RP-900482,LN-500482,1,2024-10-11,2024-10-16,3773.82,3773.82,Cash,Paid,
RP-900483,LN-500483,1,2024-10-26,2024-10-26,3902.93,3902.93,EFT,Paid,
RP-900484,LN-500484,1,2024-10-16,2024-10-23,2506.25,2506.25,Debit order,Paid,
RP-900485,LN-500485,1,2024-10-17,2024-10-22,1669.97,1669.97,Debit order,Paid,
RP-900486,LN-500486,1,16/10/2024,2024-10-22,3345.76,3345.76,Debit order,Paid,
RP-900487,LN-500487,1,2024-10-13,2024-10-13,3289.82,3289.82,Debit order,Paid,
RP-900488,LN-500488,1,2024-10-20,2024-10-25,6278.46,6278.46,Cash,Paid,
RP-900489,LN-500489,1,2024-10-05,2024-10-11,1712.23,"1,712.23",Debit order,Paid,
RP-900490,LN-500490,1,2024-10-27,2024-10-28,3718.54,3718.54,Debit order,Paid,
RP-900491,LN-500491,1,2024-10-14,,1767.96,0,Debit order,Failed,Insufficient funds
RP-900492,LN-500492,1,2024-10-13,2024-10-18,5615.05,5615.05,Debit order,Paid,
RP-900493,LN-500493,1,2024-10-23,,5113.4,0,Debit order,Failed,Payment stopped
RP-900494,LN-500494,1,2024-10-13,,3345.76,0,Debit order,Failed,Insufficient funds
RP-900495,LN-500495,1,10/10/2024,2024-10-15,2791.87,2791.87,Debit order,Paid,
RP-900496,LN-500496,1,2024-10-14,,942.96,0,Debit order,Failed,Debit order disputed
RP-900497,LN-500497,1,08/10/2024,2024-10-10,3289.82,3289.82,Cash,Paid,
RP-900498,LN-500498,1,2024-10-22,2024-10-29,1156.17,1156.17,EFT,Paid,
RP-900499,LN-500499,1,2024-10-25,2024-11-01,8658.66,8658.66,Debit order,Paid,
RP-900500,LN-500500,1,2024-10-08,2024-10-16,1657.48,1657.48,Debit order,Paid,
RP-900501,LN-500501,1,2024-10-25,,4051.73,0,Debit order,Failed,Account closed
RP-900502,LN-500502,1,27/10/2024,2024-11-02,1300.04,1300.04,Debit order,Paid,
RP-900503,LN-500503,1,2024-10-09,2024-10-12,5642.01,5642.01,Debit order,Paid,
RP-900504,LN-500504,1,2024-10-13,2024-10-20,3317.72,3317.72,Debit order,Paid,
RP-900505,LN-500505,1,10/10/2024,2024-10-18,5312.49,5312.49,Debit order,Paid,
RP-900506,LN-500506,1,2024-10-01,2024-10-04,1493.23,1493.23,Debit order,Paid,
RP-900507,LN-500507,1,2024-10-10,2024-10-17,2599.52,2599.52,Debit order,Paid,
RP-900508,LN-500508,1,2024-10-20,2024-10-29,2502.27,"2,502.27",Debit order,Paid,
RP-900509,LN-500509,1,25/10/2024,2024-11-03,1868.31,1868.31,Debit order,PAID,
RP-900510,LN-500510,1,2024-10-21,2024-10-27,3345.76,3345.76,EFT,Paid,
RP-900511,LN-500511,1,2024-10-04,2024-10-08,4402.91,4402.91,Debit order,Paid,
RP-900512,LN-500512,1,2024-10-28,2024-11-01,4402.91,4402.91,EFT,Paid,
RP-900513,LN-500513,1,2024-10-17,2024-10-24,5642.01,5642.01,Debit order,Paid,
RP-900514,LN-500514,1,2024-10-19,,1721.03,0,Debit order,Failed,Payment stopped
RP-900515,LN-500515,1,23/10/2024,2024-11-01,4078.96,4078.96,EFT,Paid,
RP-900516,LN-500516,1,2024-10-23,2024-10-30,2064.76,2064.76,Debit order,Paid,
RP-900517,LN-500517,1,26/10/2024,2024-10-27,1578.42,1578.42,Debit order,Paid,
RP-900518,LN-500518,1,2024-10-13,2024-10-20,793.96,793.96,Debit order,Paid,
RP-900519,LN-500519,1,2024-10-12,2024-10-14,3718.54,3718.54,Debit order,Paid,
RP-900520,LN-500520,1,2024-10-08,2024-10-10,2363.52,2363.52,Debit order,Paid,
RP-900521,LN-500521,1,2024-10-07,2024-10-14,3086.81,3086.81,Debit order,Paid,
RP-900522,LN-500522,1,2024-10-24,2024-10-27,2109.64,2109.64,Debit order,Paid,
RP-900523,LN-500523,1,04/10/2024,2024-10-05,2206.79,2206.79,Debit order,Paid,
RP-900524,LN-500524,1,2024-10-18,2024-10-19,4853.65,4853.65,Debit order,Paid,
RP-900525,LN-500525,1,2024-10-01,2024-10-04,2861.96,2861.96,Debit order,Paid,
RP-900526,LN-500526,1,2024-10-07,2024-10-13,7560.45,7560.45,Debit order,Paid,
RP-900527,LN-500527,1,2024-10-22,2024-10-23,649.52,649.52,Cash,Paid,
RP-900528,LN-500528,1,2024-10-18,2024-10-24,3570.22,3570.22,Debit order,Paid,
RP-900529,LN-500529,1,2024-10-17,2024-10-17,2236.34,2236.34,Debit order,Paid,
RP-900530,LN-500530,1,2024-10-15,2024-10-15,4710.39,4710.39,Debit order,Paid,
RP-900531,LN-500531,1,04/10/2024,2024-10-13,551.03,551.03,Debit order,paid,
RP-900532,LN-500532,1,2024-10-03,2024-10-09,2930.04,2930.04,Debit order,Paid,
RP-900533,LN-500533,1,2024-10-21,2024-10-21,4119.07,4119.07,Cash,Paid,
RP-900534,LN-500534,1,2024-10-04,2024-10-09,1406.27,1406.27,Debit order,Paid,
RP-900535,LN-500535,1,22/10/2024,2024-10-28,3345.76,3345.76,Debit order,Paid,
RP-900536,LN-500536,1,2024-10-19,2024-10-27,1252.45,1252.45,Cash,Paid,
RP-900537,LN-500537,1,2024-10-02,2024-10-02,7358.02,7358.02,Debit order,Paid,
RP-900538,LN-500538,1,08/10/2024,2024-10-13,2253.09,2253.09,Debit order,paid,
RP-900539,LN-500539,1,01/10/2024,2024-10-08,6889.09,6889.09,Debit order,Paid,
RP-900540,LN-500540,1,20/10/2024,2024-10-21,2729.5,2729.5,Debit order,Paid,
RP-900541,LN-500541,1,2024-10-06,2024-10-09,982.66,360.49,Debit order,Partial,
RP-900542,LN-500542,1,2024-10-11,2024-10-11,2150.22,2150.22,Debit order,Paid,
RP-900543,LN-500543,1,05/10/2024,2024-10-07,1310.67,1310.67,Debit order,PAID,
RP-900544,LN-500544,1,2024-10-10,2024-10-18,2308,2308,Debit order,Paid,
RP-900545,LN-500545,1,2024-10-19,2024-10-21,4251.01,4251.01,Cash,Paid,
RP-900546,LN-500546,1,2024-10-26,2024-10-29,1602.73,1602.73,Debit order,Paid,
RP-900547,LN-500547,1,2024-10-17,2024-10-23,2486.56,2486.56,Debit order,Paid,
RP-900548,LN-500548,1,15/10/2024,2024-10-22,5615.05,5615.05,Debit order,Paid,
RP-900549,LN-500549,1,24/10/2024,2024-10-27,2502.27,2502.27,Debit order,Paid,
RP-900550,LN-500550,1,2024-10-28,2024-11-03,2519.22,2519.22,Cash,Paid,
RP-900551,LN-500551,1,2024-10-20,2024-10-22,4955.43,4955.43,EFT,Paid,
RP-900552,LN-500552,1,2024-10-20,2024-10-26,3552.68,3552.68,Debit order,Paid,
RP-900553,LN-500553,1,14/10/2024,2024-10-15,1166.21,1166.21,Debit order,Paid,
RP-900554,LN-500554,1,2024-10-13,2024-10-18,2427.92,2427.92,Debit order,Paid,
RP-900555,LN-500555,1,2024-10-24,2024-10-25,679.45,679.45,EFT,Paid,
RP-900556,LN-500556,1,2024-10-11,2024-10-14,1623.88,1623.88,Debit order,Paid,
RP-900557,LN-500557,1,2024-10-18,2024-10-27,3317.72,3317.72,EFT,Paid,
RP-900558,LN-500558,1,2024-10-23,2024-10-31,2461.93,2461.93,Debit order,paid,
RP-900559,LN-500559,1,2024-10-12,2024-10-15,4106.31,4106.31,Debit order,Paid,
RP-900560,LN-500560,1,24/10/2024,2024-10-29,3594.1,3594.1,Debit order,Paid,
RP-900561,LN-500561,1,22/10/2024,2024-10-22,5564.79,5564.79,Debit order,Paid,
RP-900562,LN-500562,1,2024-10-01,2024-10-09,4078.96,4078.96,Debit order,Paid,
RP-900563,LN-500563,1,2024-10-22,,3027.13,0,Debit order,FAILED,No authority
RP-900564,LN-500564,1,18/10/2024,2024-10-20,677.88,677.88,Debit order,Paid,
RP-900565,LN-500565,1,2024-10-23,2024-10-26,1526.73,1526.73,Debit order,Paid,
RP-900566,LN-500566,1,20/10/2024,2024-10-26,3345.76,3345.76,Debit order,Paid,
RP-900567,LN-500567,1,2024-10-09,2024-10-16,3345.76,3345.76,Debit order,Paid,
RP-900568,LN-500568,1,2024-10-11,2024-10-17,6482,6482,Debit order,Paid,
RP-900569,LN-500569,1,26/10/2024,2024-10-30,458.82,458.82,Debit order,Paid,
RP-900570,LN-500570,1,2024-10-19,2024-10-21,3654.72,3654.72,Debit order,Paid,
RP-900571,LN-500571,1,2024-10-10,2024-10-14,1125.27,1125.27,Debit order,PAID,
RP-900572,LN-500572,1,13/10/2024,2024-10-18,3409.45,3409.45,Debit order,Paid,
RP-900573,LN-500573,1,2024-10-04,2024-10-08,4140.98,4140.98,Debit order,Paid,
RP-900574,LN-500574,1,2024-10-27,2024-10-27,1225.25,1225.25,EFT,Paid,
RP-900575,LN-500575,1,11/10/2024,2024-10-11,1803.16,1803.16,Debit order,Paid,
RP-900576,LN-500576,1,2024-10-08,2024-10-10,3165.69,"3,165.69",Cash,Paid,
RP-900577,LN-500577,1,2024-10-02,2024-10-07,3458.51,3458.51,Cash,Paid,
RP-900578,LN-500578,1,2024-10-13,2024-10-21,2736.32,2736.32,Debit order,Paid,
RP-900579,LN-500579,1,08/10/2024,2024-10-15,2750.81,2750.81,EFT,Paid,
RP-900580,LN-500580,1,2024-10-28,2024-10-30,2870.65,2870.65,Debit order,Paid,
RP-900581,LN-500581,1,2024-10-01,2024-10-08,652.36,652.36,Debit order,Paid,
RP-900582,LN-500582,1,2024-10-08,2024-10-17,2355.9,2355.9,Debit order,Paid,
RP-900583,LN-500583,1,2024-10-08,2024-10-15,2723.41,2723.41,Debit order,Paid,
RP-900584,LN-500584,1,22/10/2024,2024-10-22,1769.14,1769.14,Debit order,Paid,
RP-900585,LN-500585,1,2024-10-19,2024-10-27,4017.85,4017.85,Debit order,Paid,
