client_ref,home_branch_code,province,gender,age_band,employment_type,employer_sector,monthly_income_zar,payday_day
CL-100355,SF-JHB,Gauteng,M,25-34,Pensioner,Healthcare,17450,30
CL-100356,SF-JHB,Gauteng,F,25-34,Contract,Healthcare,21800,16
CL-100357,SF-JHB,Gauteng,M,35-44,Permanent,Education,16500,17
CL-100358,SF-JHB,Gauteng,M,55-64,Pensioner,Retail,12650,25
CL-100359,SF-JHB,Gauteng,F,35-44,Contract,Retail,20650,25
CL-100360,SF-JHB,Gauteng,M,25-34,Permanent,Transport,14850,25
CL-100361,SF-JHB,Gauteng,M,45-54,Government,Manufacturing,20450,25
CL-100362,SF-JHB,Gauteng,F,55-64,Permanent,Mining,16250,25
CL-100363,SF-JHB,Gauteng,M,35-44,Government,Retail,10050,25
CL-100364,SF-JHB,Gauteng,M,45-54,Contract,Retail,8100,25
CL-100365,SF-JHB,Gauteng,M,55-64,Government,Construction,7450,30
CL-100366,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,31250,30
CL-100367,SF-JHB,Gauteng,F,35-44,Permanent,Transport,9700,25
CL-100368,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,9650,25
CL-100369,SF-JHB,Gauteng,F,35-44,Permanent,Mining,14700,30
CL-100370,SF-JHB,Gauteng,F,25-34,Government,Security,11050,25
CL-100371,SF-JHB,Gauteng,F,35-44,Contract,Public sector,5250,12
CL-100372,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,6950,30
CL-100373,SF-JHB,Gauteng,F,35-44,Permanent,Mining,9900,25
CL-100374,SF-JHB,Gauteng,M,45-54,Permanent,Mining,6550,25
CL-100375,SF-JHB,Gauteng,F,55-64,Government,Hospitality,7150,30
CL-100376,SF-JHB,Gauteng,F,25-34,Permanent,Transport,8500,30
CL-100377,SF-JHB,Gauteng,F,35-44,Permanent,Healthcare,27200,4
CL-100378,SF-JHB,Gauteng,F,25-34,Permanent,Retail,8400,30
CL-100379,SF-JHB,Gauteng,M,18-24,Contract,Public sector,9200,25
CL-100380,SF-JHB,Gauteng,F,18-24,Permanent,Retail,9900,25
CL-100381,SF-JHB,Gauteng,F,35-44,Government,Manufacturing,8150,30
CL-100382,SF-JHB,Gauteng,F,25-34,Contract,Security,9200,25
CL-100383,SF-JHB,Gauteng,F,25-34,Government,Mining,15900,30
CL-100384,SF-JHB,Gauteng,F,25-34,Permanent,Retail,6450,25
CL-100385,SF-JHB,Gauteng,M,25-34,Permanent,Healthcare,13350,30
CL-100386,SF-JHB,Gauteng,F,25-34,Permanent,Healthcare,30850,25
CL-100387,SF-JHB,Gauteng,M,35-44,Permanent,Education,9700,7
CL-100388,SF-JHB,Gauteng,M,55-64,Permanent,Healthcare,4200,25
CL-100389,SF-JHB,Gauteng,F,45-54,Permanent,Public sector,32800,25
CL-100390,SF-JHB,Gauteng,F,55-64,Permanent,Retail,10300,30
CL-100391,SF-JHB,Gauteng,F,18-24,Permanent,Security,8000,25
CL-100392,SF-JHB,Gauteng,M,35-44,Contract,Education,17900,25
CL-100393,SF-JHB,Gauteng,M,18-24,Permanent,Construction,20850,25
CL-100394,SF-JHB,Gauteng,F,35-44,Permanent,Retail,19200,25
CL-100395,SF-JHB,Gauteng,M,35-44,Permanent,Mining,14150,25
CL-100396,SF-JHB,Gauteng,F,35-44,Contract,Transport,8800,30
CL-100397,SF-JHB,Gauteng,F,35-44,Permanent,Construction,6550,30
CL-100398,SF-JHB,Gauteng,F,55-64,Permanent,Hospitality,15400,25
CL-100399,SF-JHB,Gauteng,F,35-44,Permanent,Transport,12300,25
CL-100400,SF-JHB,Gauteng,F,25-34,Permanent,Retail,9250,25
CL-100401,SF-JHB,Gauteng,M,35-44,Permanent,Construction,7900,19
CL-100402,SF-JHB,Gauteng,M,18-24,Contract,Construction,20000,25
CL-100403,SF-JHB,Gauteng,F,45-54,Contract,Security,20850,25
CL-100404,SF-JHB,Gauteng,M,45-54,Permanent,Construction,12450,25
CL-100405,SF-JHB,Gauteng,F,25-34,Permanent,Healthcare,10550,25
CL-100406,SF-JHB,Gauteng,M,18-24,Permanent,Security,12650,25
CL-100407,SF-JHB,Gauteng,F,45-54,Permanent,Construction,12100,30
CL-100408,SF-JHB,Gauteng,M,25-34,Permanent,Construction,10350,30
CL-100409,SF-JHB,Gauteng,F,25-34,Government,Construction,9850,25
CL-100410,SF-JHB,Gauteng,F,18-24,Permanent,Construction,13100,25
CL-100411,SF-JHB,Gauteng,F,25-34,Permanent,Transport,23700,30
CL-100412,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,8350,30
CL-100413,SF-JHB,Gauteng,M,35-44,Contract,Manufacturing,14750,30
CL-100414,SF-JHB,Gauteng,M,25-34,Contract,Transport,8200,30
CL-100415,SF-JHB,Gauteng,F,25-34,Government,Mining,10000,30
CL-100416,SF-JHB,Gauteng,F,18-24,Permanent,Healthcare,7500,30
CL-100417,SF-JHB,Gauteng,M,35-44,Permanent,Public sector,10050,25
CL-100418,SF-JHB,Gauteng,F,35-44,Government,Manufacturing,4200,25
CL-100419,SF-JHB,Gauteng,M,55-64,Permanent,Manufacturing,12700,25
CL-100420,SF-JHB,Gauteng,F,35-44,Permanent,Retail,8750,25
CL-100421,SF-JHB,Gauteng,M,25-34,Pensioner,Construction,12000,30
CL-100422,SF-JHB,Gauteng,F,18-24,Permanent,Retail,8550,25
CL-100423,SF-JHB,Gauteng,M,25-34,Permanent,Manufacturing,8050,25
CL-100424,SF-JHB,Gauteng,F,35-44,Contract,Manufacturing,15150,25
CL-100425,SF-JHB,Gauteng,M,18-24,Permanent,Education,13250,25
CL-100426,SF-JHB,Gauteng,M,25-34,Government,Transport,13450,25
CL-100427,SF-JHB,Gauteng,F,35-44,Contract,Security,10100,30
CL-100428,SF-JHB,Gauteng,F,25-34,Permanent,Security,9800,25
CL-100429,SF-JHB,Gauteng,F,25-34,Permanent,Transport,7350,25
CL-100430,SF-JHB,Gauteng,F,35-44,Permanent,Transport,17900,30
CL-100431,SF-JHB,Gauteng,F,55-64,Permanent,Mining,8250,30
CL-100432,SF-JHB,Gauteng,M,25-34,Permanent,Security,4550,25
CL-100433,SF-JHB,Gauteng,F,45-54,Permanent,Transport,18150,17
CL-100434,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,9700,25
CL-100435,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,8700,25
CL-100436,SF-JHB,Gauteng,F,35-44,Government,Retail,12150,25
CL-100437,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,24300,25
CL-100438,SF-JHB,Gauteng,M,45-54,Permanent,Transport,8500,25
CL-100439,SF-JHB,Gauteng,F,35-44,Permanent,Transport,9600,28
CL-100440,SF-JHB,Gauteng,M,35-44,Pensioner,Security,10700,25
CL-100441,SF-JHB,Gauteng,M,35-44,Contract,Construction,15800,25
CL-100442,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,19800,30
CL-100443,SF-JHB,Gauteng,M,55-64,Permanent,Education,10800,11
CL-100444,SF-JHB,Gauteng,M,25-34,Permanent,Public sector,8300,25
CL-100445,SF-JHB,Gauteng,F,25-34,Pensioner,Manufacturing,17100,30
CL-100446,SF-JHB,Gauteng,F,45-54,Government,Healthcare,5700,25
CL-100447,SF-JHB,Gauteng,F,35-44,Contract,Healthcare,11100,25
CL-100448,SF-JHB,Gauteng,F,25-34,Contract,Manufacturing,12500,25
CL-100449,SF-JHB,Gauteng,M,35-44,Permanent,Hospitality,14050,30
CL-100450,SF-JHB,Gauteng,F,35-44,Pensioner,Retail,9200,25
CL-100451,SF-JHB,Gauteng,F,35-44,Contract,Education,9300,30
CL-100452,SF-JHB,Gauteng,F,18-24,Contract,Education,8900,30
CL-100453,SF-JHB,Gauteng,F,35-44,Pensioner,Security,17850,25
CL-100454,SF-JHB,Gauteng,M,55-64,Government,Healthcare,11700,25
CL-100455,SF-JHB,Gauteng,F,35-44,Permanent,Retail,19250,25
CL-100456,SF-JHB,Gauteng,F,55-64,Permanent,Healthcare,14200,25
CL-100457,SF-JHB,Gauteng,M,18-24,Government,Education,14800,25
CL-100458,SF-JHB,Gauteng,M,18-24,Permanent,Healthcare,29800,25
CL-100459,SF-JHB,Gauteng,M,35-44,Permanent,Transport,16800,25
CL-100460,SF-JHB,Gauteng,F,55-64,Government,Manufacturing,13100,25
CL-100461,SF-JHB,Gauteng,M,35-44,Contract,Education,18100,6
CL-100462,SF-JHB,Gauteng,F,18-24,Permanent,Transport,17400,30
CL-100463,SF-JHB,Gauteng,F,35-44,Government,Mining,10300,30
CL-100464,SF-JHB,Gauteng,M,18-24,Permanent,Construction,6100,30
CL-100465,SF-JHB,Gauteng,F,25-34,Government,Hospitality,31600,25
CL-100466,SF-JHB,Gauteng,M,45-54,Contract,Hospitality,7200,30
CL-100467,SF-JHB,Gauteng,M,55-64,Contract,Construction,12300,30
CL-100468,SF-JHB,Gauteng,M,45-54,Contract,Construction,49250,25
CL-100469,SF-JHB,Gauteng,F,35-44,Permanent,Education,18400,25
CL-100470,SF-JHB,Gauteng,M,25-34,Contract,Hospitality,18850,30
CL-100471,SF-JHB,Gauteng,M,55-64,Permanent,Public sector,8550,25
CL-100472,SF-JHB,Gauteng,F,25-34,Permanent,Construction,18700,30
CL-100473,SF-JHB,Gauteng,F,55-64,Permanent,Transport,13650,25
CL-100474,SF-JHB,Gauteng,F,25-34,Permanent,Hospitality,15700,27
CL-100475,SF-JHB,Gauteng,F,25-34,Permanent,Security,13050,25
CL-100476,SF-JHB,Gauteng,F,25-34,Permanent,Mining,9400,25
CL-100477,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,12600,25
CL-100478,SF-JHB,Gauteng,F,35-44,Contract,Retail,13750,30
CL-100479,SF-JHB,Gauteng,M,35-44,Government,Public sector,16850,25
CL-100480,SF-JHB,Gauteng,F,25-34,Permanent,Transport,7500,25
CL-100481,SF-JHB,Gauteng,F,25-34,Permanent,Education,7250,25
CL-100482,SF-JHB,Gauteng,F,45-54,Permanent,Manufacturing,26100,5
CL-100483,SF-JHB,Gauteng,F,35-44,Pensioner,Hospitality,7300,25
CL-100484,SF-JHB,Gauteng,M,35-44,Permanent,Manufacturing,8900,25
CL-100485,SF-JHB,Gauteng,M,25-34,Permanent,Healthcare,15650,25
CL-100486,SF-JHB,Gauteng,M,35-44,Permanent,Mining,8150,25
CL-100487,SF-JHB,Gauteng,F,35-44,Permanent,Mining,31700,3
CL-100488,SF-JHB,Gauteng,F,18-24,Permanent,Retail,9600,25
CL-100489,SF-JHB,Gauteng,M,55-64,Contract,Construction,13900,25
CL-100490,SF-JHB,Gauteng,M,35-44,Government,Transport,10100,25
CL-100491,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,11950,25
CL-100492,SF-JHB,Gauteng,F,25-34,Contract,Manufacturing,11700,17
CL-100493,SF-JHB,Gauteng,F,35-44,Government,Construction,4200,4
CL-100494,SF-JHB,Gauteng,F,45-54,Government,Construction,31000,25
CL-100495,SF-JHB,Gauteng,M,55-64,Contract,Construction,13950,8
CL-100496,SF-JHB,Gauteng,M,25-34,Permanent,Transport,7750,30
CL-100497,SF-JHB,Gauteng,F,18-24,Contract,Security,4700,25
CL-100498,SF-JHB,Gauteng,F,55-64,Permanent,Security,9850,30
CL-100499,SF-JHB,Gauteng,M,55-64,Contract,Hospitality,18950,30
CL-100500,SF-JHB,Gauteng,M,25-34,Permanent,Construction,10750,30
CL-100501,SF-JHB,Gauteng,M,35-44,Permanent,Security,10600,25
CL-100502,SF-JHB,Gauteng,F,45-54,Permanent,Construction,9350,8
CL-100503,SF-JHB,Gauteng,F,18-24,Contract,Mining,14050,1
CL-100504,SF-JHB,Gauteng,F,35-44,Government,Healthcare,10850,25
CL-100505,SF-JHB,Gauteng,F,55-64,Contract,Manufacturing,9000,25
CL-100506,SF-JHB,Gauteng,M,18-24,Contract,Transport,8100,30
CL-100507,SF-JHB,Gauteng,F,55-64,Contract,Transport,8250,25
CL-100508,SF-JHB,Gauteng,F,55-64,Government,Hospitality,6100,25
CL-100509,SF-JHB,Gauteng,M,45-54,Government,Retail,11850,25
CL-100510,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,4200,25
CL-100511,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,11700,25
CL-100512,SF-JHB,Gauteng,F,25-34,Permanent,Education,20400,30
CL-100513,SF-JHB,Gauteng,F,55-64,Contract,Education,22100,25
CL-100514,SF-JHB,Gauteng,F,35-44,Permanent,Retail,7000,25
CL-100515,SF-JHB,Gauteng,F,35-44,Contract,Transport,4200,25
CL-100516,SF-JHB,Gauteng,F,55-64,Contract,Education,18150,26
CL-100517,SF-JHB,Gauteng,F,55-64,Government,Security,23500,28
CL-100518,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,8450,30
CL-100519,SF-JHB,Gauteng,F,55-64,Contract,Manufacturing,12550,25
CL-100520,SF-JHB,Gauteng,F,35-44,Permanent,Transport,30300,11
CL-100521,SF-JHB,Gauteng,F,25-34,Contract,Retail,21950,25
CL-100522,SF-JHB,Gauteng,F,18-24,Government,Retail,10650,25
CL-100523,SF-JHB,Gauteng,F,35-44,Permanent,Transport,23700,5
CL-100524,SF-JHB,Gauteng,M,35-44,Permanent,Security,9400,30
CL-100525,SF-JHB,Gauteng,F,35-44,Permanent,Security,17150,25
CL-100526,SF-JHB,Gauteng,F,25-34,Permanent,Transport,4200,25
CL-100527,SF-JHB,Gauteng,M,18-24,Pensioner,Retail,8200,25
CL-100528,SF-JHB,Gauteng,F,25-34,Contract,Mining,10300,30
CL-100529,SF-JHB,Gauteng,M,35-44,Permanent,Public sector,14800,10
CL-100530,SF-JHB,Gauteng,M,35-44,Permanent,Hospitality,6050,30
CL-100531,SF-JHB,Gauteng,M,55-64,Permanent,Transport,21300,25
CL-100532,SF-JHB,Gauteng,M,35-44,Pensioner,Construction,22550,15
CL-100533,SF-JHB,Gauteng,F,35-44,Permanent,Mining,11950,25
CL-100534,SF-JHB,Gauteng,M,18-24,Pensioner,Public sector,6950,30
CL-100535,SF-JHB,Gauteng,F,35-44,Permanent,Education,8200,30
CL-100536,SF-JHB,Gauteng,F,25-34,Permanent,Public sector,11150,25
CL-100537,SF-JHB,Gauteng,F,35-44,Permanent,Construction,15100,25
CL-100538,SF-JHB,Gauteng,F,25-34,Contract,Retail,14050,30
CL-100539,SF-JHB,Gauteng,F,45-54,Permanent,Hospitality,7450,25
CL-100540,SF-JHB,Gauteng,F,35-44,Contract,Transport,11850,30
CL-100541,SF-JHB,Gauteng,F,35-44,Contract,Security,14350,19
CL-100542,SF-JHB,Gauteng,M,18-24,Permanent,Mining,17800,9
CL-100543,SF-JHB,Gauteng,F,35-44,Contract,Security,12650,25
CL-100544,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,19550,25
CL-100545,SF-JHB,Gauteng,F,55-64,Permanent,Public sector,11750,25
CL-100546,SF-JHB,Gauteng,M,25-34,Permanent,Construction,9950,30
CL-100547,SF-JHB,Gauteng,F,25-34,Contract,Education,9850,30
CL-100548,SF-JHB,Gauteng,M,45-54,Government,Mining,16750,25
CL-100549,SF-JHB,Gauteng,F,45-54,Contract,Mining,10700,17
CL-100550,SF-JHB,Gauteng,F,25-34,Government,Security,8450,25
CL-100551,SF-JHB,Gauteng,M,25-34,Permanent,Education,10550,25
CL-100552,SF-JHB,Gauteng,M,35-44,Permanent,Construction,21000,25
CL-100553,SF-JHB,Gauteng,F,18-24,Government,Construction,17500,25
CL-100554,SF-JHB,Gauteng,M,18-24,Government,Retail,13550,25
CL-100555,SF-JHB,Gauteng,F,55-64,Pensioner,Education,7350,30
CL-100556,SF-JHB,Gauteng,F,35-44,Permanent,Construction,12950,25
CL-100557,SF-JHB,Gauteng,F,45-54,Permanent,Security,18250,25
CL-100558,SF-JHB,Gauteng,F,35-44,Contract,Manufacturing,18150,25
CL-100559,SF-JHB,Gauteng,M,55-64,Permanent,Hospitality,14150,25
CL-100560,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,10250,25
CL-100561,SF-JHB,Gauteng,M,25-34,Permanent,Healthcare,10650,30
CL-100562,SF-JHB,Gauteng,M,18-24,Permanent,Public sector,24550,25
CL-100563,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,7100,25
CL-100564,SF-JHB,Gauteng,F,25-34,Permanent,Manufacturing,11750,25
CL-100565,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,8850,25
CL-100566,SF-JHB,Gauteng,M,35-44,Pensioner,Transport,30350,30
CL-100567,SF-JHB,Gauteng,F,35-44,Contract,Construction,20500,25
CL-100568,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,8200,25
CL-100569,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,16300,25
CL-100570,SF-JHB,Gauteng,M,35-44,Contract,Manufacturing,9700,25
CL-100571,SF-JHB,Gauteng,F,45-54,Permanent,Construction,10700,25
CL-100572,SF-JHB,Gauteng,F,45-54,Permanent,Security,13200,30
CL-100573,SF-JHB,Gauteng,M,25-34,Contract,Public sector,5050,25
CL-100574,SF-JHB,Gauteng,F,55-64,Government,Education,10850,25
CL-100575,SF-JHB,Gauteng,F,25-34,Permanent,Retail,17600,30
CL-100576,SF-JHB,Gauteng,M,35-44,Pensioner,Mining,13150,25
CL-100577,SF-JHB,Gauteng,M,25-34,Permanent,Manufacturing,13600,25
CL-100578,SF-JHB,Gauteng,M,18-24,Permanent,Construction,6400,25
CL-100579,SF-JHB,Gauteng,M,55-64,Permanent,Education,23200,25
CL-100580,SF-JHB,Gauteng,M,35-44,Government,Construction,6550,25
CL-100581,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,22250,25
CL-100582,SF-JHB,Gauteng,F,35-44,Permanent,Mining,28550,15
CL-100583,SF-JHB,Gauteng,M,55-64,Government,Healthcare,6700,25
CL-100584,SF-JHB,Gauteng,F,25-34,Permanent,Construction,17100,25
CL-100585,SF-JHB,Gauteng,M,25-34,Permanent,Manufacturing,16050,25
CL-100586,SF-JHB,Gauteng,M,25-34,Contract,Healthcare,9200,30
CL-100587,SF-JHB,Gauteng,F,35-44,Contract,Public sector,7450,30
CL-100588,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,15450,25
CL-100589,SF-JHB,Gauteng,F,45-54,Permanent,Transport,6350,30
CL-100590,SF-JHB,Gauteng,M,35-44,Government,Healthcare,31200,3
CL-100591,SF-JHB,Gauteng,F,35-44,Permanent,Education,9200,25
CL-100592,SF-JHB,Gauteng,F,25-34,Permanent,Security,7500,25
CL-100593,SF-JHB,Gauteng,F,55-64,Permanent,Construction,16750,25
CL-100594,SF-JHB,Gauteng,M,25-34,Contract,Construction,6650,25
CL-100595,SF-JHB,Gauteng,M,55-64,Permanent,Transport,10850,25
CL-100596,SF-JHB,Gauteng,M,55-64,Contract,Healthcare,11650,30
CL-100597,SF-JHB,Gauteng,F,35-44,Contract,Construction,15500,25
CL-100598,SF-JHB,Gauteng,M,18-24,Government,Transport,15350,18
CL-100599,SF-JHB,Gauteng,F,55-64,Government,Education,28850,25
CL-100600,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,13100,25
CL-100601,SF-JHB,Gauteng,F,35-44,Permanent,Construction,13950,25
CL-100602,SF-JHB,Gauteng,M,25-34,Permanent,Healthcare,15050,25
CL-100603,SF-JHB,Gauteng,M,25-34,Permanent,Security,6850,30
CL-100604,SF-JHB,Gauteng,M,25-34,Permanent,Security,17850,30
CL-100605,SF-JHB,Gauteng,F,25-34,Permanent,Mining,15000,30
CL-100606,SF-JHB,Gauteng,M,45-54,Permanent,Public sector,10950,25
CL-100607,SF-JHB,Gauteng,M,55-64,Permanent,Construction,14700,25
CL-100608,SF-JHB,Gauteng,M,35-44,Pensioner,Retail,4450,30
CL-100609,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,13450,30
CL-100610,SF-JHB,Gauteng,F,45-54,Contract,Transport,8500,30
CL-100611,SF-JHB,Gauteng,M,35-44,Permanent,Mining,13950,30
CL-100612,SF-JHB,Gauteng,M,35-44,Permanent,Education,13100,25
CL-100613,SF-JHB,Gauteng,F,45-54,Permanent,Transport,7200,25
CL-100614,SF-JHB,Gauteng,M,35-44,Contract,Education,29200,25
CL-100615,SF-JHB,Gauteng,F,45-54,Contract,Public sector,14100,25
CL-100616,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,5800,30
CL-100617,SF-JHB,Gauteng,F,25-34,Permanent,Transport,4550,30
CL-100618,SF-JHB,Gauteng,M,45-54,Contract,Security,13950,30
CL-100619,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,9200,25
CL-100620,SF-JHB,Gauteng,F,35-44,Government,Mining,5850,25
CL-100621,SF-JHB,Gauteng,M,18-24,Permanent,Retail,20500,25
CL-100622,SF-JHB,Gauteng,M,25-34,Contract,Construction,11850,25
CL-100623,SF-JHB,Gauteng,M,25-34,Permanent,Education,16600,30
CL-100624,SF-JHB,Gauteng,M,35-44,Contract,Healthcare,14750,25
CL-100625,SF-JHB,Gauteng,F,18-24,Permanent,Transport,20650,30
CL-100626,SF-JHB,Gauteng,M,35-44,Government,Mining,7800,25
CL-100627,SF-JHB,Gauteng,F,25-34,Contract,Mining,10450,30
CL-100628,SF-JHB,Gauteng,M,25-34,Government,Hospitality,11050,25
CL-100629,SF-JHB,Gauteng,F,35-44,Permanent,Construction,12350,25
CL-100630,SF-JHB,Gauteng,F,35-44,Permanent,Mining,11650,25
CL-100631,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,6700,25
CL-100632,SF-JHB,Gauteng,M,18-24,Permanent,Manufacturing,12850,25
CL-100633,SF-JHB,Gauteng,F,35-44,Permanent,Mining,21250,25
CL-100634,SF-JHB,Gauteng,F,45-54,Contract,Security,10050,3
CL-100635,SF-JHB,Gauteng,M,55-64,Contract,Security,6400,30
CL-100636,SF-JHB,Gauteng,F,25-34,Permanent,Education,5400,25
CL-100637,SF-JHB,Gauteng,M,25-34,Pensioner,Construction,13350,25
CL-100638,SF-JHB,Gauteng,M,25-34,Government,Public sector,12900,25
CL-100639,SF-JHB,Gauteng,M,25-34,Permanent,Retail,16200,25
CL-100640,SF-JHB,Gauteng,F,55-64,Contract,Hospitality,8850,25
CL-100641,SF-JHB,Gauteng,M,55-64,Permanent,Education,5050,25
CL-100642,SF-JHB,Gauteng,M,45-54,Permanent,Public sector,14850,25
CL-100643,SF-JHB,Gauteng,F,25-34,Pensioner,Construction,15100,30
CL-100644,SF-JHB,Gauteng,F,18-24,Pensioner,Mining,21900,30
CL-100645,SF-JHB,Gauteng,F,35-44,Contract,Healthcare,5850,25
CL-100646,SF-JHB,Gauteng,M,25-34,Permanent,Transport,10400,25
CL-100647,SF-JHB,Gauteng,M,35-44,Permanent,Retail,6800,24
CL-100648,SF-JHB,Gauteng,F,35-44,Permanent,Healthcare,12450,25
CL-100649,SF-JHB,Gauteng,M,35-44,Permanent,Mining,7800,24
CL-100650,SF-JHB,Gauteng,F,35-44,Contract,Security,6150,30
CL-100651,SF-JHB,Gauteng,M,45-54,Permanent,Construction,5100,30
CL-100652,SF-JHB,Gauteng,F,25-34,Contract,Retail,11600,6
CL-100653,SF-JHB,Gauteng,F,25-34,Government,Construction,16900,25
CL-100654,SF-JHB,Gauteng,F,55-64,Permanent,Education,8650,25
CL-100655,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,20500,1
CL-100656,SF-JHB,Gauteng,M,55-64,Permanent,Retail,16350,25
CL-100657,SF-JHB,Gauteng,M,45-54,Permanent,Mining,19800,25
CL-100658,SF-JHB,Gauteng,M,18-24,Contract,Construction,14950,25
CL-100659,SF-JHB,Gauteng,M,55-64,Contract,Construction,6950,25
CL-100660,SF-JHB,Gauteng,F,25-34,Permanent,Retail,6350,25
CL-100661,SF-JHB,Gauteng,M,25-34,Contract,Construction,9050,25
CL-100662,SF-JHB,Gauteng,F,55-64,Permanent,Public sector,13200,10
CL-100663,SF-JHB,Gauteng,F,35-44,Permanent,Education,40350,25
CL-100664,SF-JHB,Gauteng,F,55-64,Permanent,Healthcare,25650,25
CL-100665,SF-JHB,Gauteng,M,25-34,Government,Manufacturing,13300,25
CL-100666,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,13250,30
CL-100667,SF-JHB,Gauteng,M,45-54,Permanent,Education,7900,30
CL-100668,SF-JHB,Gauteng,F,35-44,Government,Retail,10850,25
CL-100669,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,4200,25
CL-100670,SF-JHB,Gauteng,F,35-44,Contract,Education,12150,30
CL-100671,SF-JHB,Gauteng,F,25-34,Permanent,Construction,9950,25
CL-100672,SF-JHB,Gauteng,F,18-24,Permanent,Hospitality,18500,25
CL-100673,SF-JHB,Gauteng,M,55-64,Government,Manufacturing,16650,30
CL-100674,SF-JHB,Gauteng,F,18-24,Permanent,Hospitality,9550,30
CL-100675,SF-JHB,Gauteng,F,35-44,Permanent,Education,9000,30
CL-100676,SF-JHB,Gauteng,F,55-64,Contract,Mining,30350,25
CL-100677,SF-JHB,Gauteng,F,25-34,Permanent,Construction,13150,25
CL-100678,SF-JHB,Gauteng,F,55-64,Permanent,Construction,9400,30
CL-100679,SF-JHB,Gauteng,F,35-44,Permanent,Hospitality,13050,30
CL-100680,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,17200,30
CL-100681,SF-JHB,Gauteng,F,25-34,Permanent,Security,12200,25
CL-100682,SF-JHB,Gauteng,F,35-44,Permanent,Public sector,10050,10
CL-100683,SF-JHB,Gauteng,M,45-54,Permanent,Hospitality,12650,25
CL-100684,SF-JHB,Gauteng,F,35-44,Permanent,Security,18750,25
CL-100685,SF-JHB,Gauteng,M,35-44,Pensioner,Security,5500,25
CL-100686,SF-JHB,Gauteng,M,45-54,Permanent,Construction,8150,30
CL-100687,SF-JHB,Gauteng,F,18-24,Permanent,Education,6450,25
CL-100688,SF-JHB,Gauteng,M,18-24,Permanent,Construction,10450,25
CL-100689,SF-JHB,Gauteng,F,35-44,Contract,Security,25000,6
CL-100690,SF-JHB,Gauteng,M,25-34,Contract,Healthcare,13950,25
CL-100691,SF-JHB,Gauteng,M,35-44,Permanent,Security,10050,30
CL-100692,SF-JHB,Gauteng,M,25-34,Permanent,Public sector,57800,25
CL-100693,SF-JHB,Gauteng,F,55-64,Contract,Hospitality,7450,30
CL-100694,SF-JHB,Gauteng,M,25-34,Government,Public sector,18000,30
CL-100695,SF-JHB,Gauteng,F,25-34,Permanent,Retail,16700,25
CL-100696,SF-JHB,Gauteng,F,45-54,Permanent,Retail,11200,10
CL-100697,SF-JHB,Gauteng,F,45-54,Permanent,Security,8500,25
CL-100698,SF-JHB,Gauteng,F,35-44,Contract,Security,23750,30
CL-100699,SF-JHB,Gauteng,M,35-44,Permanent,Healthcare,6600,30
CL-100700,SF-JHB,Gauteng,M,55-64,Permanent,Transport,10100,25
CL-100701,SF-JHB,Gauteng,M,45-54,Government,Manufacturing,7450,25
CL-100702,SF-JHB,Gauteng,F,25-34,Permanent,Mining,8100,25
CL-100703,SF-JHB,Gauteng,M,25-34,Permanent,Hospitality,12750,25
CL-100704,SF-JHB,Gauteng,F,35-44,Permanent,Retail,11000,28
CL-100705,SF-JHB,Gauteng,M,25-34,Contract,Education,11150,25
CL-100706,SF-JHB,Gauteng,F,35-44,Permanent,Education,9950,25
CL-100707,SF-JHB,Gauteng,F,35-44,Permanent,Manufacturing,6650,25
CL-100708,SF-JHB,Gauteng,F,45-54,Government,Security,21150,25
CL-100709,SF-JHB,Gauteng,M,25-34,Government,Construction,13100,25
CL-100710,SF-JHB,Gauteng,F,18-24,Government,Transport,6800,25
CL-100711,SF-JHB,Gauteng,F,35-44,Contract,Public sector,12250,2
