trip_id,driver_hours,driver_cost_zar,toll_cost_zar,fixed_cost_zar
TRP-500589,0.93,134.31,24.41,385
TRP-500590,0.95,138.46,25.53,385
TRP-500591,0.81,117.63,25.17,385
TRP-500592,0.97,140.3,24.38,385
TRP-500593,8.74,1267.07,37.49,1310.76
TRP-500594,8.82,1278.64,39.69,573.18
TRP-500595,8.05,1166.57,39.86,522.95
TRP-500596,8.14,1180.6,43.23,529.24
TRP-500597,10.23,1483.07,39.12,1125.09
TRP-500598,9.08,1316.2,41.49,1361.59
TRP-500599,9.19,1332.04,48.63,1010.51
TRP-500600,9.62,1395.07,56,1443.17
TRP-500601,8.22,1192.52,31.93,1233.64
TRP-500602,7.67,1111.95,37.56,843.55
TRP-500603,7.34,1064.73,33.04,1101.45
TRP-500604,7.71,1117.65,29.79,1156.19
TRP-500605,6.53,947.35,30.42,980.01
TRP-500606,7.4,1072.32,30.45,480.7
TRP-500607,7.26,1052.71,29.66,471.91
TRP-500608,8.78,1272.49,30.45,570.43
TRP-500609,7.62,1104.8,405.82,1828.63
TRP-500610,7.72,1119.84,413.82,1853.53
TRP-500611,7.5,1087.55,372.9,2550.11
TRP-500612,8.16,1182.82,381.22,2773.5
TRP-500613,18.11,2625.35,512.42,6155.99
TRP-500614,16.45,2384.93,494.17,5592.25
TRP-500615,14.49,2101.46,515.69,3478.28
TRP-500616,18.23,2642.95,516.12,4374.54
TRP-500617,13.81,2001.88,286.22,4694.06
TRP-500618,12.43,1801.67,312.59,4224.61
TRP-500619,4.7,681.02,180.19,1127.21
TRP-500620,5.3,768.6,184.84,1272.17
TRP-500621,4.26,617.13,148.65,1447.06
TRP-500622,3.95,572.15,140.87,1341.59
TRP-500623,4.87,706.8,155.78,1657.32
TRP-500624,4.42,640.98,158.13,1502.99
TRP-500625,4.21,609.93,165.62,1430.17
TRP-500626,4.43,642.6,168.62,1506.78
TRP-500627,1.63,236.46,61.66,525
TRP-500628,1.96,283.61,61.37,525
TRP-500629,1.9,274.86,54.83,385
TRP-500630,1.78,258.51,57.41,385
TRP-500631,5.58,809.12,141.51,1339.23
TRP-500632,5.25,760.87,140.99,1259.37
TRP-500633,11.67,1692.74,269.92,3969.19
TRP-500634,11.83,1714.92,242.89,4021.2
TRP-500635,3.72,538.95,208.3,892.06
TRP-500636,3.98,577.63,189.82,956.07
TRP-500637,2.18,316.33,73.39,840
TRP-500638,2.11,305.77,68.25,840
TRP-500639,7.23,1048.76,357.78,1735.88
TRP-500640,6.92,1003.58,398.08,1661.1
TRP-500641,7.1,1029.76,369.52,1704.44
TRP-500642,7.3,1057.99,354.38,1751.16
TRP-500643,12.03,1743.76,311.21,4088.82
TRP-500644,11.37,1648.7,308.62,3865.92
TRP-500645,1.24,179.74,43.14,525
TRP-500646,1.21,176.08,47.57,525
TRP-500647,1.16,168.56,46.44,840
TRP-500648,1.19,173.27,42.61,840
TRP-500649,2.37,343.34,101.72,525
TRP-500650,2.27,329.81,100.56,525
TRP-500651,7.52,1091.01,264.7,2558.24
TRP-500652,7.97,1155.12,272.41,2708.57
TRP-500653,16.94,2456.38,557.17,5759.78
TRP-500654,16.19,2348.18,556.1,5506.09
TRP-500655,16.62,2410.16,494.15,5651.41
TRP-500656,18.18,2636.52,529.28,6182.19
TRP-500657,8.85,1282.78,172.12,3007.9
TRP-500658,9.55,1384.88,172.96,3247.31
TRP-500659,4.93,715.35,95.18,1677.36
TRP-500660,4.51,654.14,97.26,1533.84
TRP-500661,1.53,221.99,40.86,840
TRP-500662,1.41,204.9,41.1,840
TRP-500663,1.48,215.05,42.67,385
TRP-500664,1.46,211.73,39.5,385
TRP-500665,0.92,133.82,26.5,385
TRP-500666,0.94,136.04,23.86,385
TRP-500667,10.84,1571.54,301.94,3684.99
TRP-500668,13.06,1893.03,290.29,4438.84
TRP-500669,8.52,1235.33,42.55,553.77
TRP-500670,10.43,1513.06,39.61,1565.23
TRP-500671,9.22,1336.76,39.97,1382.85
TRP-500672,9.77,1417.01,41.11,1465.87
TRP-500673,9.56,1385.59,42.82,621.12
TRP-500674,8.95,1297.26,51.6,581.53
TRP-500675,9.28,1346.07,55.67,1392.49
TRP-500676,10.16,1473.86,55.12,1118.1
TRP-500677,8.15,1181.58,35.45,1222.32
TRP-500678,7.96,1153.71,34.13,1193.5
TRP-500679,8.56,1241.53,35.93,1284.34
TRP-500680,9.27,1344.5,35.33,1390.86
TRP-500681,7.84,1136.7,30.04,1175.89
TRP-500682,7.77,1126.56,30.15,854.63
TRP-500683,7.57,1097.63,31.64,1135.48
TRP-500684,7.92,1148.28,31.52,1187.88
TRP-500685,7.11,1030.35,365.34,2415.99
TRP-500686,8.42,1220.69,409.19,2862.3
TRP-500687,6.8,985.84,385.63,1631.73
TRP-500688,7.36,1067.07,379.89,1766.18
TRP-500689,8.04,1165.59,361.04,1929.25
TRP-500690,7.95,1152.56,386.12,1907.69
TRP-500691,7.03,1019.59,389.52,2390.77
TRP-500692,7.48,1085.21,400.58,2544.62
TRP-500693,16.65,2413.67,541.1,5659.65
TRP-500694,16.93,2454.88,495.31,5756.27
TRP-500695,15.94,2311.34,529.48,5419.69
TRP-500696,18.72,2714.28,486.26,6364.51
TRP-500697,11.79,1709.58,285.84,4008.67
TRP-500698,14.27,2069.1,280.21,4851.68
TRP-500699,14.49,2101.66,272.29,4928.02
TRP-500700,12.07,1750.41,269.68,4104.41
TRP-500701,5.41,783.95,163.91,1297.58
TRP-500702,4.39,637.16,182.32,1054.62
TRP-500703,3.63,526.77,148.12,1235.19
TRP-500704,3.99,578.44,147.3,1356.34
TRP-500705,4.19,608.07,163.96,1425.82
TRP-500706,4.43,642.88,158.82,1507.43
TRP-500707,1.73,250.44,61.56,525
TRP-500708,1.6,231.66,55.11,525
TRP-500709,1.87,270.45,64.71,525
TRP-500710,1.61,233.7,58.23,525
TRP-500711,11.26,1632.63,246.66,2702.29
TRP-500712,11.93,1729.26,264.2,2862.23
TRP-500713,4.05,587.12,189.53,971.78
TRP-500714,4.06,589.27,199.85,975.35
TRP-500715,2.41,349.04,76.25,385
TRP-500716,2.39,345.94,65.44,385
TRP-500717,8.04,1165.83,368.73,2733.66
TRP-500718,7.48,1084.8,373.89,2543.66
TRP-500719,6.69,970.15,427.5,1605.76
TRP-500720,8.6,1247.16,385.54,2064.27
TRP-500721,7.53,1091.39,384.12,1806.45
TRP-500722,7.88,1142.52,381.38,1891.07
TRP-500723,12.08,1751.78,324.93,4107.61
TRP-500724,12.1,1753.94,297.87,4112.69
TRP-500725,1.09,157.4,45.27,525
TRP-500726,1.18,171.21,42.95,525
TRP-500727,1.13,163.25,46.49,385
TRP-500728,1.16,168.06,45.16,385
TRP-500729,2.69,390.17,85.65,385
TRP-500730,2.8,405.39,90.05,385
TRP-500731,7.72,1118.85,257.63,1851.88
TRP-500732,7.18,1040.84,257.26,1722.77
TRP-500733,17.9,2595.56,473.5,6086.14
TRP-500734,18.82,2729.39,534.37,6399.96
TRP-500735,18,2610.54,563.88,6121.26
TRP-500736,15.39,2231.31,544,5232.04
TRP-500737,5.07,735.21,96.69,1723.94
TRP-500738,4.99,723.52,88.15,1696.52
TRP-500739,1.53,221.8,40.38,525
TRP-500740,1.64,238.35,42.45,525
TRP-500741,1.35,196.19,39.46,385
TRP-500742,1.42,206.39,42.32,385
TRP-500743,0.86,124.64,24.99,525
TRP-500744,0.91,132.09,23.79,525
TRP-500745,8.75,1268.22,138.38,2973.75
TRP-500746,9.48,1374.29,142.58,3222.48
TRP-500747,9.21,1336.14,39.1,598.96
TRP-500748,9.77,1416.76,38.84,635.1
TRP-500749,9.51,1379.45,38.69,618.38
TRP-500750,9.6,1392.14,41.62,624.06
TRP-500751,8.43,1222.56,42.11,927.46
TRP-500752,8.2,1188.62,39.75,532.83
TRP-500753,9.65,1399.04,38.67,1447.28
TRP-500754,8.97,1300.68,57.54,1345.53
TRP-500755,10.12,1467.92,54.15,1113.59
TRP-500756,9.64,1397.16,54.47,1445.34
TRP-500757,7.26,1052.05,35.27,1088.33
TRP-500758,8.56,1240.9,35.3,556.27
TRP-500759,8.77,1272.01,35.27,1315.87
TRP-500760,7.76,1125.31,36.06,504.45
TRP-500761,9.44,1369.21,32.42,1038.71
TRP-500762,8.18,1185.58,31,899.4
TRP-500763,8.51,1234.44,29.86,1277
TRP-500764,8.44,1223.72,28.93,928.34
TRP-500765,7.88,1143,31.06,1182.41
TRP-500766,7.88,1142.17,385.37,1890.49
TRP-500767,8.45,1224.68,367.41,2027.06
TRP-500768,7.47,1082.51,388.62,1791.74
TRP-500769,8.34,1209.14,390.71,2001.33
TRP-500770,7.26,1052.43,390.5,2467.76
TRP-500771,8.08,1171.29,402.03,2746.47
TRP-500772,17.87,2591.83,549.73,6077.4
TRP-500773,15.26,2211.99,535.16,5186.74
TRP-500774,13.55,1964.19,283.59,4605.69
TRP-500775,13.59,1971.13,296.09,4621.97
TRP-500776,5.82,843.35,177.26,1395.9
TRP-500777,5.11,740.54,180.31,1225.72
TRP-500778,3.58,519.32,149.35,1217.72
TRP-500779,4.1,594.91,147.43,1394.96
TRP-500780,4.71,683.47,163.08,1602.63
TRP-500781,4.89,709.62,162.94,1663.94
TRP-500782,1.85,268.25,58.09,385
TRP-500783,1.83,265.54,59.48,385
TRP-500784,1.75,253.33,57.7,525
TRP-500785,1.96,284.06,63.1,525
TRP-500786,5.29,766.37,151.61,1797
TRP-500787,5.51,798.81,143.31,1873.07
TRP-500788,3.88,562.37,192.2,1318.66
TRP-500789,3.82,553.23,193.82,1297.24
TRP-500790,2.16,313.58,68.92,385
TRP-500791,2.08,301.8,71.86,385
TRP-500792,2.94,426.67,124.18,1190
TRP-500793,3.09,447.36,117.29,1190
TRP-500794,7.3,1058.49,362.31,1751.98
TRP-500795,7.14,1035.82,377.45,1714.46
TRP-500796,7.21,1045.36,360.98,1730.25
TRP-500797,6.79,984,357.43,1628.69
TRP-500798,8.7,1262.13,382.32,2959.48
TRP-500799,7.79,1128.87,378.38,2647.02
TRP-500800,18.6,2697.17,583.42,6324.39
TRP-500801,20.32,2946.39,592.92,6908.79
TRP-500802,11.02,1597.21,314.51,3745.17
TRP-500803,11.45,1660.52,292.31,3893.64
TRP-500804,1.13,164.32,45.39,385
TRP-500805,1.06,153.25,43.73,385
TRP-500806,1.29,186.36,40.44,385
TRP-500807,0.99,144.03,46.23,385
TRP-500808,2.4,348.37,97.32,525
TRP-500809,2.63,381.13,97.88,525
TRP-500810,8.61,1249.13,252.69,2928.99
TRP-500811,7.2,1043.61,273.48,2447.08
TRP-500812,18.53,2686.53,510.95,6299.45
TRP-500813,16.59,2405.31,531.89,5640.03
TRP-500814,16.94,2455.91,508.32,5758.68
TRP-500815,16.43,2381.8,533.83,5584.92
TRP-500816,9.77,1417.33,186.06,3323.39
TRP-500817,8.55,1239.43,183.71,2906.24
TRP-500818,5.14,744.79,94.32,1746.41
TRP-500819,5.63,815.88,92.22,1913.09
TRP-500820,1.65,239.55,40.88,525
TRP-500821,1.53,222.2,40.97,525
TRP-500822,0.88,128.04,24.91,840
TRP-500823,0.94,137.02,24.71,840
TRP-500824,0.84,121.8,24.93,525
TRP-500825,0.83,120.29,24.62,525
TRP-500826,9.18,1331.73,147.6,3122.69
TRP-500827,9.87,1431.13,148.21,3355.76
TRP-500828,9.27,1344.8,39.96,1391.17
TRP-500829,9.91,1437.21,39.66,1090.29
TRP-500830,8.21,1190.16,41.75,1231.2
TRP-500831,8.65,1254.03,39.62,562.15
TRP-500832,8.25,1196.94,40.77,1238.22
TRP-500833,9.32,1351.19,38.02,1397.78
TRP-500834,9.75,1413.49,39.21,1462.23
TRP-500835,8.64,1253.44,40.68,950.89
TRP-500836,10.55,1529.46,50.49,685.62
TRP-500837,9.38,1360.69,54.27,609.96
TRP-500838,9.3,1349.02,57.12,604.73
TRP-500839,8.72,1264.42,33.56,1308.02
TRP-500840,7.53,1092.21,33.36,1129.88
TRP-500841,8.22,1191.54,34.06,534.14
TRP-500842,8.56,1241.56,34.97,941.88
TRP-500843,7.84,1136.28,30.86,509.37
TRP-500844,8.56,1241.34,28.93,1284.14
TRP-500845,8.51,1233.39,31.71,552.9
TRP-500846,7.17,1039.53,29.77,1075.38
TRP-500847,8.1,1174.13,377.15,1943.39
TRP-500848,8.52,1235.35,373.71,2044.72
TRP-500849,17.55,2544.1,485.8,5965.48
TRP-500850,16.94,2456.19,545.05,5759.34
TRP-500851,4.69,680.52,174.08,1595.7
TRP-500852,4.99,723.29,187.48,1695.98
TRP-500853,3.79,548.87,141.97,908.48
TRP-500854,4.3,622.79,136.01,1030.82
TRP-500855,4.46,646.34,173.18,1515.55
TRP-500856,4.11,595.81,153.46,1397.08
TRP-500857,1.59,230.59,61.46,525
TRP-500858,1.7,245.87,56.5,525
TRP-500859,2.3,333.06,74.69,385
TRP-500860,2.12,307.02,74.25,385
TRP-500861,8.46,1227.25,367.08,2031.3
TRP-500862,7.01,1016.23,377.94,1682.04
TRP-500863,1.12,162.88,41.24,840
TRP-500864,1.22,176.72,41.49,840
TRP-500865,10.18,1476.62,40.9,1527.54
TRP-500866,8.24,1194.63,38.59,906.27
TRP-500867,9.18,1331.01,60.98,1009.73
TRP-500868,9.61,1394.04,33.74,1442.11
TRP-500869,8.08,1171.57,34.05,888.78
TRP-500870,7.88,1143.29,31.33,867.33
TRP-500871,8.6,1247.47,31.16,559.21
TRP-500872,7.04,1020.91,375.35,1689.79
TRP-500873,7.39,1071.78,374.61,1773.98
TRP-500874,6.67,967.74,382.46,2269.17
TRP-500875,7.24,1050.02,374.35,2462.13
TRP-500876,7.46,1081.28,374.84,2535.41
TRP-500877,7.67,1112.76,370.64,2609.24
TRP-500878,15.49,2245.89,510.99,5266.23
TRP-500879,15.97,2315.76,544.6,5430.05
TRP-500880,19.04,2761,538.85,6474.07
TRP-500881,17.74,2571.75,563.44,6030.3
TRP-500882,13.08,1896.91,276.74,3139.71
TRP-500883,13.52,1960.27,292.25,3244.58
TRP-500884,4.77,691.25,164.33,1620.86
TRP-500885,5.36,777.76,190.64,1823.72
TRP-500886,4.64,673,171.89,1578.06
TRP-500887,4.92,714.06,195.52,1674.36
TRP-500888,4.21,609.86,145.99,1009.42
TRP-500889,4.02,583.58,147.12,965.93
TRP-500890,4.34,629.68,165.26,1476.49
TRP-500891,4.03,584.41,160.47,1370.33
TRP-500892,4.5,652.06,166.92,1079.27
TRP-500893,4.29,621.7,164.59,1029.02
TRP-500894,1.72,249.15,56.41,840
TRP-500895,1.52,220.59,56.15,840
TRP-500896,1.74,251.88,62.07,385
TRP-500897,1.82,263.43,57.4,385
TRP-500898,5.55,804.97,154.38,1332.36
TRP-500899,5.65,818.56,143.42,1354.86
TRP-500900,11.99,1738.88,278.27,4077.36
TRP-500901,13.2,1913.36,258.32,4486.5
TRP-500902,4.33,627.7,192.28,1471.85
TRP-500903,3.63,526.43,190.85,1234.38
TRP-500904,2.28,331.16,73.03,525
TRP-500905,2.34,339.12,71.49,525
TRP-500906,7.23,1047.95,388.38,2457.27
TRP-500907,7.96,1154.61,372.21,2707.36
TRP-500908,7.46,1082.04,355.8,1790.97
TRP-500909,7.68,1114.11,375.9,1844.04
TRP-500910,18.53,2686.71,601.15,6299.87
TRP-500911,20.43,2962.15,613.34,6945.72
TRP-500912,12.52,1814.69,297.4,4255.14
TRP-500913,11.83,1715.38,323.76,4022.27
TRP-500914,1.14,165,46.74,840
TRP-500915,1.28,185.33,44.58,840
TRP-500916,1.13,163.53,43.55,385
TRP-500917,1.2,174.14,46.56,385
TRP-500918,2.59,374.85,95.63,840
TRP-500919,2.53,367.55,96.37,840
TRP-500920,8.29,1201.98,274.79,2818.44
TRP-500921,7.9,1146.02,261.59,2687.22
TRP-500922,19,2755.23,506.62,6460.54
TRP-500923,16.84,2441.34,511.41,5724.53
TRP-500924,18.14,2630.2,539.2,4353.43
TRP-500925,15.05,2182.67,525.83,3612.69
TRP-500926,9.06,1314.28,173.45,2175.36
TRP-500927,9.15,1326.4,178.18,2195.41
TRP-500928,5.18,751.74,97.29,1244.26
TRP-500929,5.54,803.27,83.71,1329.55
TRP-500930,1.39,201.02,39.22,385
TRP-500931,1.59,230.33,39.22,385
TRP-500932,1.38,200.35,38.22,840
TRP-500933,1.31,190.23,39.52,840
TRP-500934,1.02,147.39,26.87,525
TRP-500935,0.94,136.64,26.11,525
TRP-500936,0.9,130.46,24.02,525
TRP-500937,0.87,126.55,25.24,525
TRP-500938,9.04,1311.16,135.34,3074.45
TRP-500939,10.21,1480.83,142.36,3472.29
TRP-500940,9.38,1360.34,38.42,1031.98
TRP-500941,9.53,1382.36,41.52,1430.03
TRP-500942,9.16,1327.96,39.92,595.29
TRP-500943,10.36,1502.63,45.32,673.59
TRP-500944,10.52,1524.72,38.78,1156.68
TRP-500945,9.14,1324.7,39.61,593.83
TRP-500946,9.04,1310.58,40.24,587.5
TRP-500947,10.27,1488.54,55.37,1539.87
TRP-500948,9.07,1314.44,54.15,589.23
TRP-500949,8.85,1282.91,51.72,1327.15
TRP-500950,8.2,1188.63,36.62,901.72
TRP-500951,7.79,1128.86,35.8,856.38
TRP-500952,8.96,1298.61,35.02,582.13
TRP-500953,8.28,1200.21,36.2,1241.6
TRP-500954,8.06,1168.87,28.15,523.98
TRP-500955,8.42,1221.06,29.57,926.32
TRP-500956,8.33,1208.57,26.65,916.85
TRP-500957,8.17,1184.21,30.1,1225.04
TRP-500958,6.83,990.17,385.08,1638.9
TRP-500959,7.39,1071.51,400.68,1773.54
TRP-500960,7.5,1087.46,367.01,2549.9
TRP-500961,7.87,1140.9,395.17,2675.21
TRP-500962,7.59,1100.56,384.43,1821.62
TRP-500963,7.49,1086.04,363.54,1797.59
TRP-500964,16.23,2354.01,495.87,3896.29
TRP-500965,17.09,2478.68,509.04,4102.64
TRP-500966,13.05,1892.55,300.49,3132.49
TRP-500967,12,1739.94,268.39,2879.9
TRP-500968,12.95,1877.49,261.97,4402.39
TRP-500969,12.88,1867.53,283.22,4379.03
TRP-500970,5,725.18,182.54,1700.43
TRP-500971,4.96,718.74,177.32,1685.33
TRP-500972,4.27,618.68,149.12,1024.01
TRP-500973,4.57,662.67,140.51,1096.84
TRP-500974,4.23,614.01,168.67,1439.76
TRP-500975,4.71,682.66,162.83,1600.72
TRP-500976,1.94,280.98,60.35,385
TRP-500977,1.87,271.73,59.15,385
TRP-500978,2,290.01,59.57,840
TRP-500979,1.79,259.27,58.04,840
TRP-500980,5.86,849.22,149.01,1405.6
TRP-500981,5.02,727.98,149.55,1204.93
TRP-500982,11.69,1694.62,247.77,3973.59
TRP-500983,12.11,1756.39,259.02,4118.44
TRP-500984,2.42,351.22,69.1,840
TRP-500985,2.21,320.09,66.31,840
TRP-500986,3.85,558.67,119.9,924.69
TRP-500987,3.4,492.74,122.21,840
TRP-500988,8.05,1167.05,345.74,1931.67
TRP-500989,7.85,1137.58,353.51,1882.9
TRP-500990,7.56,1096.76,385.09,1815.32
TRP-500991,7.5,1086.87,372.22,1798.96
TRP-500992,8.37,1214.09,363.79,2846.83
TRP-500993,8.42,1220.25,389.82,2861.27
TRP-500994,12.91,1871.65,295.12,3097.91
TRP-500995,10.39,1506.44,294.7,2493.41
TRP-500996,1.26,182.96,45.92,840
TRP-500997,1.1,159.49,42.32,840
TRP-500998,1.26,182.33,43.21,525
TRP-500999,1.07,155.71,44.78,525
TRP-501000,2.37,344.37,96.39,840
TRP-501001,2.51,363.6,101.64,840
TRP-501002,7.35,1065.45,254.55,2498.3
TRP-501003,7.48,1084.27,261.6,2542.42
TRP-501004,16.87,2446.8,520.23,5737.33
TRP-501005,15.46,2242.34,545.11,5257.9
TRP-501006,8.84,1281.33,182.32,3004.49
TRP-501007,9.36,1357.41,171.59,3182.9
TRP-501008,4.35,630.8,98.93,1479.11
TRP-501009,5.39,781.44,92.13,1832.34
TRP-501010,4.94,716.68,97.07,1186.24
TRP-501011,5.08,736.4,96.56,1218.87
TRP-501012,1.47,212.92,41.03,840
TRP-501013,1.49,216.06,39.25,840
TRP-501014,0.94,136.59,24.23,385
TRP-501015,0.92,133.05,25.36,385
TRP-501016,8.16,1183.49,39.77,1224.3
TRP-501017,8.61,1248.1,39.64,559.49
TRP-501018,8.4,1217.77,37.85,1259.77
TRP-501019,9.3,1348.96,38.13,1395.48
TRP-501020,9.2,1333.56,39.14,1379.55
TRP-501021,9,1304.74,39.79,584.88
TRP-501022,9.26,1343.4,40.64,1019.13
TRP-501023,9.13,1324.5,53.25,1370.17
TRP-501024,9.96,1444.77,51.95,647.66
TRP-501025,10.53,1527.32,57.61,684.66
TRP-501026,8.52,1235.77,34.48,1278.38
TRP-501027,9.31,1349.52,35.97,1396.06
TRP-501028,8.45,1224.83,33.95,1267.06
TRP-501029,8.21,1190.27,34.34,902.96
TRP-501030,9.4,1362.68,33.71,610.85
TRP-501031,7.61,1103.04,29.39,1141.07
TRP-501032,8.13,1179.41,30.38,1220.08
TRP-501033,8.4,1218.57,29.57,546.26
TRP-501034,7.66,1111.2,30.32,498.12
TRP-501035,8.72,1263.71,30.85,1307.29
TRP-501036,7.79,1129.99,29.89,1168.96
TRP-501037,8.54,1238.29,385.28,2903.59
TRP-501038,7.68,1113.62,393.25,2611.24
TRP-501039,7.59,1100.16,374.42,2579.67
TRP-501040,7.56,1095.65,378.85,2569.11
TRP-501041,6.62,959.27,384.72,2249.32
TRP-501042,6.77,982.3,386.27,2303.33
TRP-501043,16.56,2401.03,534.21,5629.99
TRP-501044,15.68,2273.83,521.68,5331.75
TRP-501045,12.18,1765.52,297.86,4139.84
TRP-501046,12.69,1840.05,281.89,4314.61
TRP-501047,4.63,670.97,189.26,1573.31
TRP-501048,4.87,706.48,178.44,1656.58
TRP-501049,5.06,734.23,176.17,1721.63
TRP-501050,5.59,810.14,186.18,1899.64
TRP-501051,4.09,592.91,147.83,1390.26
TRP-501052,4.1,595.19,151.45,1395.63
TRP-501053,3.79,550.23,149.36,1290.2
TRP-501054,3.62,524.51,136.53,1229.87
TRP-501055,4.15,602.33,170.5,996.96
TRP-501056,3.7,537.21,158.68,889.17
TRP-501057,1.74,252.73,61.74,385
TRP-501058,1.64,237.79,61.3,385
TRP-501059,1.66,241.41,62.3,840
TRP-501060,1.88,272.13,63.48,840
TRP-501061,12.44,1803.29,242.64,4228.41
TRP-501062,14.12,2046.81,236.53,4799.43
TRP-501063,4.34,628.84,193.79,1474.53
TRP-501064,4.04,585.56,196.83,1373.04
TRP-501065,2.18,316.51,72.41,840
TRP-501066,2.26,328.26,72.4,840
TRP-501067,3.27,474.11,119.32,840
TRP-501068,3.42,496.01,120.89,840
TRP-501069,7.12,1032.55,396.93,1709.05
TRP-501070,7.71,1117.94,395.4,1850.38
TRP-501071,8.21,1190.01,378.46,2790.38
TRP-501072,6.58,953.75,384.79,2236.38
TRP-501073,19.39,2812.21,582.41,6594.15
TRP-501074,21.72,3149.36,539.53,7384.7
TRP-501075,12.57,1822.45,289.73,3016.46
TRP-501076,10.16,1473.53,305.39,2438.95
TRP-501077,1.12,162.18,45.54,525
TRP-501078,1.27,184.05,43.02,525
TRP-501079,1.23,179.05,43.24,525
TRP-501080,1.34,194.79,45.68,525
TRP-501081,2.6,377.45,93.17,385
TRP-501082,2.41,348.78,87.73,385
TRP-501083,2.22,322,100.2,840
TRP-501084,2.53,366.29,94.38,840
TRP-501085,16.04,2325.59,520.6,5453.11
TRP-501086,15,2174.42,515.44,5098.64
TRP-501087,16.53,2396.38,495.77,5619.09
TRP-501088,16.83,2440.1,531.1,5721.61
TRP-501089,8.48,1229.63,176.93,2883.27
TRP-501090,9.71,1408.25,168.98,3302.11
TRP-501091,5.18,751.38,89.18,1761.86
TRP-501092,4.56,660.9,95.08,1549.69
TRP-501093,1.64,238.46,40.95,385
TRP-501094,1.58,228.62,38.69,385
TRP-501095,0.88,127.01,25.84,385
TRP-501096,0.87,125.48,25.14,385
TRP-501097,0.93,135.27,27.03,525
TRP-501098,1.01,145.82,24.71,525
TRP-501099,9.5,1377.25,39.85,1044.81
TRP-501100,9.59,1390.36,37.82,1438.3
TRP-501101,9.33,1352.6,36.15,1399.24
TRP-501102,9.06,1313.16,40.76,1358.44
TRP-501103,9.08,1316.9,40.29,999.03
TRP-501104,9.31,1350.27,59.9,605.29
TRP-501105,10,1449.91,55.99,649.96
TRP-501106,7.82,1134.47,58.38,508.55
TRP-501107,10.81,1567.17,52.39,1621.21
TRP-501108,9.01,1307.05,35.42,1352.12
TRP-501109,9.88,1433.12,35.35,642.43
TRP-501110,8.99,1303.8,33.98,1348.76
TRP-501111,8.51,1233.58,34.92,1276.12
TRP-501112,7.86,1139.14,27.97,864.18
TRP-501113,8.22,1192.59,29.3,1233.71
TRP-501114,7.56,1096.25,33.14,831.64
TRP-501115,8.38,1214.96,27.59,1256.85
TRP-501116,7.97,1155.3,30.28,876.44
TRP-501117,8.22,1191.78,369.06,1972.61
TRP-501118,7.22,1047.02,367.21,1732.99
TRP-501119,8.23,1193.73,380.9,1975.83
TRP-501120,6.97,1010.44,368.16,1672.46
TRP-501121,7.83,1135.88,376.71,2663.43
TRP-501122,7.58,1099.15,366.78,2577.32
TRP-501123,18.25,2646.55,540.77,4380.49
TRP-501124,16.91,2451.99,501.18,4058.46
TRP-501125,16.68,2419.29,538.38,5672.82
TRP-501126,17.2,2494.38,533.12,5848.9
TRP-501127,12.25,1776.48,297.01,4165.53
TRP-501128,13.52,1960.34,304.62,4596.65
TRP-501129,12.13,1759.39,288.88,4125.47
TRP-501130,14.21,2060.8,284.71,4832.22
TRP-501131,4.88,707.23,185.53,1658.33
TRP-501132,4.69,679.93,185.46,1594.33
TRP-501133,5.23,758,176.94,1777.38
TRP-501134,4.94,716.5,179.04,1680.08
TRP-501135,3.83,555.5,145.96,919.45
TRP-501136,3.71,537.86,144.7,890.25
TRP-501137,5.07,735.59,164.41,1724.83
TRP-501138,5.06,734.09,166.16,1721.3
TRP-501139,4.18,605.69,159.98,1420.23
TRP-501140,4.83,700.45,168.22,1642.44
TRP-501141,1.71,247.7,57.72,385
TRP-501142,1.66,240.45,64.88,385
TRP-501143,2.01,290.81,56.35,385
TRP-501144,1.9,275.86,58.02,385
TRP-501145,5.42,786.24,141.39,1301.35
TRP-501146,5.31,769.85,156.01,1274.24
TRP-501147,12.79,1854.15,242.48,4347.66
TRP-501148,11.19,1622.05,261.87,3803.42
TRP-501149,3.63,525.92,191.78,870.49
TRP-501150,4.28,620.65,181.5,1027.29
TRP-501151,2.08,301.01,65.91,525
TRP-501152,2.1,304.69,67.4,525
TRP-501153,3.26,473.33,124.42,1190
TRP-501154,3.46,501.6,117.36,1190
TRP-501155,7.61,1103.01,416.23,1825.68
TRP-501156,7.58,1099.81,388.82,1820.38
TRP-501157,7.86,1140.01,381.65,1886.92
TRP-501158,6.8,986.72,386.45,1633.19
TRP-501159,7.53,1092.18,386.61,2560.97
TRP-501160,7.02,1018.4,365.61,2387.98
TRP-501161,18.07,2620.74,560.75,6145.19
TRP-501162,19.33,2803.12,573.34,6572.84
TRP-501163,1.35,195.52,47.22,525
TRP-501164,1.21,175.98,43.79,525
TRP-501165,1.06,153.25,44.37,385
TRP-501166,1.32,191.39,45.2,385
TRP-501167,2.71,393.5,88.34,525
TRP-501168,2.47,357.56,93.81,525
TRP-501169,2.19,317.62,99.31,840
TRP-501170,2.69,389.96,92.28,840
TRP-501171,15.15,2196.04,521.94,5149.33
TRP-501172,15.7,2276.41,517.22,5337.8
TRP-501173,8.72,1264.25,187.38,2964.45
TRP-501174,9.05,1312.2,173.69,3076.89
TRP-501175,5.09,738.58,93.34,1731.85
TRP-501176,5.34,773.67,91.75,1814.12
TRP-501177,1.71,247.46,43.17,525
TRP-501178,1.77,257.06,41.03,525
